locusId	sysName	desc	comb
SMa0113	SMa0113	Sensor histidine kinase	SMa0113 Sensor histidine kinase
SMa0114	SMa0114	two-component response regulator	SMa0114 two-component response regulator
SMa0116	SMa0116	DnaJ/CbpA-type protein	SMa0116 DnaJ/CbpA-type protein
SMa0117	SMa0117	hypothetical protein	SMa0117 hypothetical protein
SMa0118	SMa0118	hypothetical protein	SMa0118 hypothetical protein
SMa0121	SMa0121	hypothetical protein	SMa0121 hypothetical protein
SMa0123	SMa0123	hypothetical protein	SMa0123 hypothetical protein
SMa0124	SMa0124	molecular chaperone GroEL	SMa0124 molecular chaperone GroEL
SMa0125	SMa0125	co-chaperonin GroES	SMa0125 co-chaperonin GroES
SMa0126	SMa0126	CspA8 Cold shock family protein	SMa0126 CspA8 Cold shock family protein
SMa0130	SMa0130	fatty acid desaturase	SMa0130 fatty acid desaturase
SMa0132	SMa0132	hypothetical protein	SMa0132 hypothetical protein
SMa0134	SMa0134	hypothetical protein	SMa0134 hypothetical protein
SMa0136	SMa0136	hypothetical protein	SMa0136 hypothetical protein
SMa0137	SMa0137	Diguanylate cyclase/phosphodiesterase	SMa0137 Diguanylate cyclase/phosphodiesterase
SMa0142	SMa0142	protease	SMa0142 protease
SMa0143	SMa0143	RNA polymerase ECF sigma factor	SMa0143 RNA polymerase ECF sigma factor
SMa0144	SMa0144	hypothetical protein	SMa0144 hypothetical protein
SMa0146	SMa0146	hypothetical protein	SMa0146 hypothetical protein
SMa0148	SMa0148	hypothetical protein	SMa0148 hypothetical protein
SMa0149	SMa0149	transcription elongation factor regulatory protein	SMa0149 transcription elongation factor regulatory protein
SMa0150	SMa0150	malonyl-CoA synthase	SMa0150 malonyl-CoA synthase
SMa0151	SMa0151	hypothetical protein	SMa0151 hypothetical protein
SMa0155	SMa0155	hypothetical protein	SMa0155 hypothetical protein
SMa0157	SMa0157	ABC transporter substrate-binding protein	SMa0157 ABC transporter substrate-binding protein
SMa0160	SMa0160	GntR family transcriptional regulator	SMa0160 GntR family transcriptional regulator
SMa0163	SMa0163	PilQ2 pilus assembly protein	SMa0163 PilQ2 pilus assembly protein
SMa0164	SMa0164	hypothetical protein	SMa0164 hypothetical protein
SMa0166	SMa0166	hypothetical protein	SMa0166 hypothetical protein
SMa0168	SMa0168	hypothetical protein	SMa0168 hypothetical protein
SMa0169	SMa0169	methyltransferase	SMa0169 methyltransferase
SMa0171	SMa0171	hypothetical protein	SMa0171 hypothetical protein
SMa0172	SMa0172	hypothetical protein	SMa0172 hypothetical protein
SMa0175	SMa0175	hypothetical protein	SMa0175 hypothetical protein
SMa0179	SMa0179	LysR family transcriptional regulator	SMa0179 LysR family transcriptional regulator
SMa0180	SMa0180	epimerase	SMa0180 epimerase
SMa0181	SMa0181	CspA5 cold shock protein transcriptional regulator	SMa0181 CspA5 cold shock protein transcriptional regulator
SMa0185	SMa0185	transmembrane-transport protein	SMa0185 transmembrane-transport protein
SMa0187	SMa0187	short chain dehydrogenase	SMa0187 short chain dehydrogenase
SMa0189	SMa0189	hypothetical protein	SMa0189 hypothetical protein
SMa0190	SMa0190	transcriptional regulator	SMa0190 transcriptional regulator
SMa0191	SMa0191	hypothetical protein	SMa0191 hypothetical protein
SMa0193	SMa0193	hypothetical protein	SMa0193 hypothetical protein
SMa0196	SMa0196	gluconolactonase	SMa0196 gluconolactonase
SMa0197	SMa0197	ABC transporter permease	SMa0197 ABC transporter permease
SMa0198	SMa0198	ABC transporter permease	SMa0198 ABC transporter permease
SMa0199	SMa0199	ABC transporter ATP-binding protein	SMa0199 ABC transporter ATP-binding protein
SMa0203	SMa0203	ABC transporter substrate-binding protein	SMa0203 ABC transporter substrate-binding protein
SMa0204	SMa0204	sensor histidine kinase	SMa0204 sensor histidine kinase
SMa0206	SMa0206	Response regulator	SMa0206 Response regulator
SMa0209	SMa0209	hypothetical protein	SMa0209 hypothetical protein
SMa0210	SMa0210	hypothetical protein	SMa0210 hypothetical protein
SMa0211	SMa0211	hypothetical protein	SMa0211 hypothetical protein
SMa0214	SMa0214	5-keto-4-deoxyuronate isomerase	SMa0214 5-keto-4-deoxyuronate isomerase
SMa0216	SMa0216	ABC transporter ATP-binding protein	SMa0216 ABC transporter ATP-binding protein
SMa0217	SMa0217	ABC transporter permease	SMa0217 ABC transporter permease
SMa0218	SMa0218	ABC transporter substrate-binding protein	SMa0218 ABC transporter substrate-binding protein
SMa0220	SMa0220	NAD-dependent aldehyde dehydrogenase	SMa0220 NAD-dependent aldehyde dehydrogenase
SMa0222	SMa0222	GntR family transcriptional regulator	SMa0222 GntR family transcriptional regulator
SMa0223	SMa0223	TetR family transcriptional regulator	SMa0223 TetR family transcriptional regulator
SMa0224	SMa0224	Permease, MFS	SMa0224 Permease, MFS
SMa0226	SMa0226	dehydrogenase	SMa0226 dehydrogenase
SMa0228	SMa0228	glutamate dehydrogenase	SMa0228 glutamate dehydrogenase
SMa0229	SMa0229	hypothetical protein	SMa0229 hypothetical protein
SMa0232	SMa0232	hypothetical protein	SMa0232 hypothetical protein
SMa0233	SMa0233	OtsA trehalose-6-phosphate synthase	SMa0233 OtsA trehalose-6-phosphate synthase
SMa0235	SMa0235	dihydroxy-acid dehydratase	SMa0235 dihydroxy-acid dehydratase
SMa0237	SMa0237	dehydrogenase	SMa0237 dehydrogenase
SMa0241	SMa0241	epimerase	SMa0241 epimerase
SMa0244	SMa0244	Dehydrogenase, FAD-dependent	SMa0244 Dehydrogenase, FAD-dependent
SMa0246	SMa0246	GntR family transcriptional regulator	SMa0246 GntR family transcriptional regulator
SMa0247	SMa0247	hypothetical protein	SMa0247 hypothetical protein
SMa0249	SMa0249	TRAP-type small permease component	SMa0249 TRAP-type small permease component
SMa0250	SMa0250	dedA-like protein	SMa0250 dedA-like protein
SMa0252	SMa0252	TRAP-type periplasmic solute-binding protein	SMa0252 TRAP-type periplasmic solute-binding protein
SMa0254	SMa0254	hypothetical protein	SMa0254 hypothetical protein
SMa0255	SMa0255	DNA polymerase III subunit epsilon	SMa0255 DNA polymerase III subunit epsilon
SMa0257	SMa0257	methylamine	SMa0257 methylamine
SMa0259	SMa0259	hypothetical protein	SMa0259 hypothetical protein
SMa0260	SMa0260	GabD3 succinate-semialdehyde dehdyrogenase	SMa0260 GabD3 succinate-semialdehyde dehdyrogenase
SMa0263	SMa0263	alcohol dehydrogenase	SMa0263 alcohol dehydrogenase
SMa0265	SMa0265	dehydrogenase	SMa0265 dehydrogenase
SMa0267	SMa0267	GntR family transcriptional regulator	SMa0267 GntR family transcriptional regulator
SMa0270	SMa0270	ABC transporter ATP-binding protein	SMa0270 ABC transporter ATP-binding protein
SMa0271	SMa0271	ABC transporter permease	SMa0271 ABC transporter permease
SMa0273	SMa0273	ABC transporter substrate-binding protein	SMa0273 ABC transporter substrate-binding protein
SMa0275	SMa0275	hypothetical protein	SMa0275 hypothetical protein
SMa0277	SMa0277	hypothetical protein	SMa0277 hypothetical protein
SMa0279	SMa0279	hypothetical protein	SMa0279 hypothetical protein
SMa0280	SMa0280	hypothetical protein	SMa0280 hypothetical protein
SMa0281	SMa0281	MerR family transcriptional regulator	SMa0281 MerR family transcriptional regulator
SMa0286	SMa0286	hypothetical protein	SMa0286 hypothetical protein
SMa0287	SMa0287	hypothetical protein	SMa0287 hypothetical protein
SMa0288	SMa0288	hypothetical protein	SMa0288 hypothetical protein
SMa0291	SMa0291	hypothetical protein	SMa0291 hypothetical protein
SMa0293	SMa0293	hypothetical protein	SMa0293 hypothetical protein
SMa0298	SMa0298	ABC transporter ATP-binding protein	SMa0298 ABC transporter ATP-binding protein
SMa0299	SMa0299	ABC transporter permease	SMa0299 ABC transporter permease
SMa0300	SMa0300	ABC transporter permease	SMa0300 ABC transporter permease
SMa0301	SMa0301	hypothetical protein	SMa0301 hypothetical protein
SMa0302	SMa0302	ABC transporter substrate-binding protein	SMa0302 ABC transporter substrate-binding protein
SMa0303	SMa0303	LysR family transcriptional regulator	SMa0303 LysR family transcriptional regulator
SMa0306	SMa0306	histidine ammonia-lyase	SMa0306 histidine ammonia-lyase
SMa0307	SMa0307	LysR family transcriptional regulator	SMa0307 LysR family transcriptional regulator
SMa0308	SMa0308	hypothetical protein	SMa0308 hypothetical protein
SMa0310	SMa0310	hypothetical protein	SMa0310 hypothetical protein
SMa0312	SMa0312	hypothetical protein	SMa0312 hypothetical protein
SMa0314	SMa0314	hypothetical protein	SMa0314 hypothetical protein
SMa0316	SMa0316	hypothetical protein	SMa0316 hypothetical protein
SMa0319	SMa0319	AraC family transcriptional regulator	SMa0319 AraC family transcriptional regulator
SMa0320	SMa0320	short chain alcohol dehydrogenase-related dehydrogenase	SMa0320 short chain alcohol dehydrogenase-related dehydrogenase
SMa0322	SMa0322	hypothetical protein	SMa0322 hypothetical protein
SMa0323	SMa0323	hypothetical protein	SMa0323 hypothetical protein
SMa0325	SMa0325	hypothetical protein	SMa0325 hypothetical protein
SMa0326	SMa0326	short chain alcohol dehydrogenase-related dehydrogenase	SMa0326 short chain alcohol dehydrogenase-related dehydrogenase
SMa0329	SMa0329	short chain alcohol dehydrogenase-related dehydrogenase	SMa0329 short chain alcohol dehydrogenase-related dehydrogenase
SMa0333	SMa0333	hypothetical protein	SMa0333 hypothetical protein
SMa0335	SMa0335	3-ketoacyl-ACP reductase	SMa0335 3-ketoacyl-ACP reductase
SMa0337	SMa0337	hypothetical protein	SMa0337 hypothetical protein
SMa0339	SMa0339	short chain alcohol dehydrogenase-related dehydrogenase	SMa0339 short chain alcohol dehydrogenase-related dehydrogenase
SMa0340	SMa0340	TrpR binding protein WrbA	SMa0340 TrpR binding protein WrbA
SMa0341	SMa0341	hypothetical protein	SMa0341 hypothetical protein
SMa0343	SMa0343	hypothetical protein	SMa0343 hypothetical protein
SMa0346	SMa0346	NAD(P)H dehydrogenase	SMa0346 NAD(P)H dehydrogenase
SMa0347	SMa0347	LysR family transcriptional regulator	SMa0347 LysR family transcriptional regulator
SMa0349	SMa0349	hypothetical protein	SMa0349 hypothetical protein
SMa0352	SMa0352	hypothetical protein	SMa0352 hypothetical protein
SMa0353	SMa0353	LysR family transcriptional regulator	SMa0353 LysR family transcriptional regulator
SMa0355	SMa0355	LysR family transcriptional regulator	SMa0355 LysR family transcriptional regulator
SMa0357	SMa0357	hypothetical protein	SMa0357 hypothetical protein
SMa0359	SMa0359	hypothetical protein	SMa0359 hypothetical protein
SMa0360	SMa0360	transposase	SMa0360 transposase
SMa0364	SMa0364	hypothetical protein	SMa0364 hypothetical protein
SMa0367	SMa0367	hypothetical protein	SMa0367 hypothetical protein
SMa0369	SMa0369	hypothetical protein	SMa0369 hypothetical protein
SMa0372	SMa0372	LysR family transcriptional regulator	SMa0372 LysR family transcriptional regulator
SMa0374	SMa0374	dioxygenase/lyase	SMa0374 dioxygenase/lyase
SMa0376	SMa0376	hydrolase	SMa0376 hydrolase
SMa0380	SMa0380	hydrolase	SMa0380 hydrolase
SMa0383	SMa0383	hypothetical protein	SMa0383 hypothetical protein
SMa0387	SMa0387	histidinol-phosphate aminotransferase	SMa0387 histidinol-phosphate aminotransferase
SMa0389	SMa0389	short chain alcohol dehydrogenase-related dehydrogenase	SMa0389 short chain alcohol dehydrogenase-related dehydrogenase
SMa0391	SMa0391	ABC transporter ATP-binding protein	SMa0391 ABC transporter ATP-binding protein
SMa0392	SMa0392	ABC transporter substrate-binding protein	SMa0392 ABC transporter substrate-binding protein
SMa0394	SMa0394	ABC transporter permease	SMa0394 ABC transporter permease
SMa0396	SMa0396	ABC transporter permease	SMa0396 ABC transporter permease
SMa0398	SMa0398	histidinol dehydrogenase	SMa0398 histidinol dehydrogenase
SMa0400	SMa0400	Dehydrogenase, Zn-dependent	SMa0400 Dehydrogenase, Zn-dependent
SMa0402	SMa0402	GntR family transcriptional regulator	SMa0402 GntR family transcriptional regulator
SMa0403	SMa0403	hypothetical protein	SMa0403 hypothetical protein
SMa0404	SMa0404	FMN-dependent dehydrogenase	SMa0404 FMN-dependent dehydrogenase
SMa0405	SMa0405	transposase, fragment	SMa0405 transposase, fragment
SMa0407	SMa0407	hypothetical protein	SMa0407 hypothetical protein
SMa0412	SMa0412	hypothetical protein	SMa0412 hypothetical protein
SMa0414	SMa0414	hypothetical protein	SMa0414 hypothetical protein
SMa0417	SMa0417	hypothetical protein	SMa0417 hypothetical protein
SMa0421	SMa0421	hypothetical protein	SMa0421 hypothetical protein
SMa0424	SMa0424	ATP-dependent DNA ligase	SMa0424 ATP-dependent DNA ligase
SMa0426	SMa0426	hypothetical protein	SMa0426 hypothetical protein
SMa0429	SMa0429	hypothetical protein	SMa0429 hypothetical protein
SMa0431	SMa0431	hypothetical protein	SMa0431 hypothetical protein
SMa0433	SMa0433	hypothetical protein	SMa0433 hypothetical protein
SMa0436	SMa0436	hypothetical protein	SMa0436 hypothetical protein
SMa0444	SMa0444	TRm1b transposase	SMa0444 TRm1b transposase
SMa0447	SMa0447	hypothetical protein	SMa0447 hypothetical protein
SMa0448	SMa0448	hypothetical protein	SMa0448 hypothetical protein
SMa0450	SMa0450	hypothetical protein	SMa0450 hypothetical protein
SMa0462	SMa0462	hypothetical protein	SMa0462 hypothetical protein
SMa0464	SMa0464	guanylate cyclase	SMa0464 guanylate cyclase
SMa0466	SMa0466	ABC transporter substrate-binding protein	SMa0466 ABC transporter substrate-binding protein
SMa0467	SMa0467	ABC transporter permease	SMa0467 ABC transporter permease
SMa0469	SMa0469	ABC transporter permease	SMa0469 ABC transporter permease
SMa0470	SMa0470	ABC transporter ATP-binding protein	SMa0470 ABC transporter ATP-binding protein
SMa0473	SMa0473	hypothetical protein	SMa0473 hypothetical protein
SMa0478	SMa0478	formate dehydrogenase	SMa0478 formate dehydrogenase
SMa0483	SMa0483	Phosphatase	SMa0483 Phosphatase
SMa0485	SMa0485	threonine synthase	SMa0485 threonine synthase
SMa0486	SMa0486	ornithine cyclodeaminase	SMa0486 ornithine cyclodeaminase
SMa0489	SMa0489	ABC transporter ATP-binding protein	SMa0489 ABC transporter ATP-binding protein
SMa0492	SMa0492	ABC transporter permease	SMa0492 ABC transporter permease
SMa0493	SMa0493	ABC transporter permease	SMa0493 ABC transporter permease
SMa0495	SMa0495	ABC transporter substrate-binding protein	SMa0495 ABC transporter substrate-binding protein
SMa0496	SMa0496	hypothetical protein	SMa0496 hypothetical protein
SMa0498	SMa0498	LysR family transcriptional regulator	SMa0498 LysR family transcriptional regulator
SMa0499	SMa0499	hypothetical protein	SMa0499 hypothetical protein
SMa0501	SMa0501	ABC transporter permease	SMa0501 ABC transporter permease
SMa0503	SMa0503	ABC transporter permease	SMa0503 ABC transporter permease
SMa0506	SMa0506	ABC transporter periplasmic substrate-binding protein	SMa0506 ABC transporter periplasmic substrate-binding protein
SMa0508	SMa0508	ABC transporter ATP-binding protein	SMa0508 ABC transporter ATP-binding protein
SMa0510	SMa0510	D-isomer specific 2-hydroxyacid dehydrogenase	SMa0510 D-isomer specific 2-hydroxyacid dehydrogenase
SMa0512	SMa0512	IdnD L-idonate 5-dehydrogenase	SMa0512 IdnD L-idonate 5-dehydrogenase
SMa0513	SMa0513	gluconate 5-dehydrogenase	SMa0513 gluconate 5-dehydrogenase
SMa0514	SMa0514	gluconate kinase	SMa0514 gluconate kinase
SMa0516	SMa0516	hypothetical protein	SMa0516 hypothetical protein
SMa0518	SMa0518	hypothetical protein	SMa0518 hypothetical protein
SMa0520	SMa0520	RpiR family transcriptional regulator	SMa0520 RpiR family transcriptional regulator
SMa0522	SMa0522	ABC transporter substrate-binding protein	SMa0522 ABC transporter substrate-binding protein
SMa0523	SMa0523	ABC transporter substrate-binding protein	SMa0523 ABC transporter substrate-binding protein
SMa0525	SMa0525	ABC transporter permease	SMa0525 ABC transporter permease
SMa0526	SMa0526	maltose/trehalose ABC transporter	SMa0526 maltose/trehalose ABC transporter
SMa0527	SMa0527	phosphatase	SMa0527 phosphatase
SMa0537	SMa0537	hypothetical protein	SMa0537 hypothetical protein
SMa0538	SMa0538	hypothetical protein	SMa0538 hypothetical protein
SMa0541	SMa0541	hypothetical protein	SMa0541 hypothetical protein
SMa0543	SMa0543	hypothetical protein	SMa0543 hypothetical protein
SMa0545	SMa0545	hypothetical protein	SMa0545 hypothetical protein
SMa0551	SMa0551	N-ethylammeline chlorohydrolase	SMa0551 N-ethylammeline chlorohydrolase
SMa0552	SMa0552	cyclic amidohydrolase	SMa0552 cyclic amidohydrolase
SMa0554	SMa0554	hypothetical protein	SMa0554 hypothetical protein
SMa0557	SMa0557	LysR family transcriptional regulator	SMa0557 LysR family transcriptional regulator
SMa0558	SMa0558	hypothetical protein	SMa0558 hypothetical protein
SMa0559	SMa0559	4-carboxymuconolactone decarboxylase	SMa0559 4-carboxymuconolactone decarboxylase
SMa0561	SMa0561	hypothetical protein	SMa0561 hypothetical protein
SMa0563	SMa0563	aldehyde or keto oxidase	SMa0563 aldehyde or keto oxidase
SMa0564	SMa0564	dehydrogenase	SMa0564 dehydrogenase
SMa0567	SMa0567	hypothetical protein	SMa0567 hypothetical protein
SMa0570	SMa0570	CyaF4 adenylate cyclase	SMa0570 CyaF4 adenylate cyclase
SMa0572	SMa0572	hypothetical protein	SMa0572 hypothetical protein
SMa0574	SMa0574	hypothetical protein	SMa0574 hypothetical protein
SMa0575	SMa0575	hypothetical protein	SMa0575 hypothetical protein
SMa0576	SMa0576	Leu or Leu/Val/Ile transport binding protein	SMa0576 Leu or Leu/Val/Ile transport binding protein
SMa0579	SMa0579	guanylate cyclase	SMa0579 guanylate cyclase
SMa0581	SMa0581	nitrate ABC transporter ATP-binding protein	SMa0581 nitrate ABC transporter ATP-binding protein
