Name,Sequence Name,Type,Minimum,Maximum,Direction,gene,locus_tag,old_locus_tag,protein_id,Length,product
RL_RS35610,NC_008378.1,gene,590036,591073,forward,,RL_RS35610,pRL120542,WP_011649303.1,1038,
WP_011649304.1,NC_008378.1,CDS,591199,592056,reverse,,RL_RS35615,pRL120543,WP_011649304.1,858,NmrA family NAD(P)-binding protein
RL_RS35615,NC_008378.1,gene,591199,592056,reverse,,RL_RS35615,pRL120543,WP_011649304.1,858,
WP_011649305.1,NC_008378.1,CDS,592186,593082,forward,,RL_RS35620,pRL120544,WP_011649305.1,897,LysR family transcriptional regulator
RL_RS35620,NC_008378.1,gene,592186,593082,forward,,RL_RS35620,pRL120544,WP_011649305.1,897,
WP_011649306.1,NC_008378.1,CDS,593215,593685,reverse,,RL_RS35625,pRL120545,WP_011649306.1,471,cyclophilin-like fold protein
RL_RS35625,NC_008378.1,gene,593215,593685,reverse,,RL_RS35625,pRL120545,WP_011649306.1,471,
WP_011649307.1,NC_008378.1,CDS,593699,594445,reverse,,RL_RS35630,pRL120546,WP_011649307.1,747,SDR family oxidoreductase
RL_RS35630,NC_008378.1,gene,593699,594445,reverse,,RL_RS35630,pRL120546,WP_011649307.1,747,
WP_011649308.1,NC_008378.1,CDS,594479,595666,reverse,,RL_RS35635,pRL120547,WP_011649308.1,1188,MFS transporter
RL_RS35635,NC_008378.1,gene,594479,595666,reverse,,RL_RS35635,pRL120547,WP_011649308.1,1188,
WP_011649309.1,NC_008378.1,CDS,595761,596657,forward,,RL_RS35640,pRL120548,WP_011649309.1,897,LysR family transcriptional regulator
RL_RS35640,NC_008378.1,gene,595761,596657,forward,,RL_RS35640,pRL120548,WP_011649309.1,897,
WP_041937014.1,NC_008378.1,CDS,596714,597430,reverse,,RL_RS35645,pRL120549,WP_041937014.1,717,SDR family oxidoreductase
RL_RS35645,NC_008378.1,gene,596714,597430,reverse,,RL_RS35645,pRL120549,WP_041937014.1,717,
WP_011649311.1,NC_008378.1,CDS,597500,597892,reverse,,RL_RS35650,pRL120550,WP_011649311.1,393,DoxX family protein
RL_RS35650,NC_008378.1,gene,597500,597892,reverse,,RL_RS35650,pRL120550,WP_011649311.1,393,
WP_011649312.1,NC_008378.1,CDS,598051,598431,forward,,RL_RS35655,pRL120551,WP_011649312.1,381,helix-turn-helix transcriptional regulator
RL_RS35655,NC_008378.1,gene,598051,598431,forward,,RL_RS35655,pRL120551,WP_011649312.1,381,
WP_011649313.1,NC_008378.1,CDS,598649,599143,reverse,,RL_RS35660,pRL120552,WP_011649313.1,495,Lrp/AsnC ligand binding domain-containing protein
RL_RS35660,NC_008378.1,gene,598649,599143,reverse,,RL_RS35660,pRL120552,WP_011649313.1,495,
WP_028743890.1,NC_008378.1,CDS,599294,599500,forward,,RL_RS35665,pRL120553,WP_028743890.1,207,hypothetical protein
RL_RS35665,NC_008378.1,gene,599294,599500,forward,,RL_RS35665,pRL120553,WP_028743890.1,207,
WP_041937015.1,NC_008378.1,CDS,599528,603235,forward,putA,RL_RS35670,pRL120554,WP_041937015.1,3708,trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase
putA,NC_008378.1,gene,599528,603235,forward,putA,RL_RS35670,pRL120554,WP_041937015.1,3708,
WP_011649316.1,NC_008378.1,CDS,603666,604676,forward,,RL_RS35675,pRL120555,WP_011649316.1,1011,LacI family DNA-binding transcriptional regulator
RL_RS35675,NC_008378.1,gene,603666,604676,forward,,RL_RS35675,pRL120555,WP_011649316.1,1011,
WP_011649317.1,NC_008378.1,CDS,604724,606016,forward,,RL_RS35680,pRL120556,WP_011649317.1,1293,sugar ABC transporter substrate-binding protein
RL_RS35680,NC_008378.1,gene,604724,606016,forward,,RL_RS35680,pRL120556,WP_011649317.1,1293,
WP_003550718.1,NC_008378.1,CDS,606091,607023,forward,,RL_RS35685,pRL120557,WP_003550718.1,933,sugar ABC transporter permease
RL_RS35685,NC_008378.1,gene,606091,607023,forward,,RL_RS35685,pRL120557,WP_003550718.1,933,
WP_028743894.1,NC_008378.1,CDS,607016,607909,forward,,RL_RS35690,pRL120558,WP_028743894.1,894,carbohydrate ABC transporter permease
RL_RS35690,NC_008378.1,gene,607016,607909,forward,,RL_RS35690,pRL120558,WP_028743894.1,894,
WP_011649319.1,NC_008378.1,CDS,607912,609612,forward,,RL_RS35695,pRL120559,WP_011649319.1,1701,beta-fructofuranosidase
RL_RS35695,NC_008378.1,gene,607912,609612,forward,,RL_RS35695,pRL120559,WP_011649319.1,1701,
WP_011649320.1,NC_008378.1,CDS,609626,610672,forward,ugpC,RL_RS35700,pRL120560,WP_011649320.1,1047,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
ugpC,NC_008378.1,gene,609626,610672,forward,ugpC,RL_RS35700,pRL120560,WP_011649320.1,1047,
WP_041937016.1,NC_008378.1,CDS,611037,611285,forward,,RL_RS40945,,WP_041937016.1,249,hypothetical protein
RL_RS40945,NC_008378.1,gene,611037,611285,forward,,RL_RS40945,,WP_041937016.1,249,
WP_011649321.1,NC_008378.1,CDS,611772,613238,reverse,zwf,RL_RS35710,pRL120561,WP_011649321.1,1467,glucose-6-phosphate dehydrogenase
zwf,NC_008378.1,gene,611772,613238,reverse,zwf,RL_RS35710,pRL120561,WP_011649321.1,1467,
WP_011649322.1,NC_008378.1,CDS,613758,614030,reverse,,RL_RS38835,pRL120561A,WP_011649322.1,273,helix-turn-helix domain-containing protein
RL_RS38835,NC_008378.1,gene,613758,614030,reverse,,RL_RS38835,pRL120561A,WP_011649322.1,273,
WP_011649323.1,NC_008378.1,CDS,614111,615001,forward,,RL_RS35715,pRL120562,WP_011649323.1,891,LysR family transcriptional regulator
RL_RS35715,NC_008378.1,gene,614111,615001,forward,,RL_RS35715,pRL120562,WP_011649323.1,891,
WP_011649324.1,NC_008378.1,CDS,615271,616191,forward,,RL_RS35720,pRL120563,WP_011649324.1,921,zincin-like metallopeptidase domain-containing protein
RL_RS35720,NC_008378.1,gene,615271,616191,forward,,RL_RS35720,pRL120563,WP_011649324.1,921,
WP_011649325.1,NC_008378.1,CDS,616233,616478,reverse,,RL_RS35725,pRL120564,WP_011649325.1,246,WGR domain-containing protein
RL_RS35725,NC_008378.1,gene,616233,616478,reverse,,RL_RS35725,pRL120564,WP_011649325.1,246,
WP_041937055.1,NC_008378.1,CDS,616570,618255,reverse,,RL_RS35730,pRL120565,WP_041937055.1,1686,type IV secretory system conjugative DNA transfer family protein
RL_RS35730,NC_008378.1,gene,616570,618255,reverse,,RL_RS35730,pRL120565,WP_041937055.1,1686,
WP_041937056.1,NC_008378.1,CDS,618255,618563,reverse,,RL_RS35735,pRL120566,WP_041937056.1,309,hypothetical protein
RL_RS35735,NC_008378.1,gene,618255,618563,reverse,,RL_RS35735,pRL120566,WP_041937056.1,309,
WP_011649328.1,NC_008378.1,CDS,618853,622137,forward,traA,RL_RS35740,pRL120567,WP_011649328.1,3285,Ti-type conjugative transfer relaxase TraA
traA,NC_008378.1,gene,618853,622137,forward,traA,RL_RS35740,pRL120567,WP_011649328.1,3285,
WP_244432425.1,NC_008378.1,CDS,622073,622414,reverse,,RL_RS38840,,WP_244432425.1,342,recombinase family protein
RL_RS38840,NC_008378.1,gene,622073,622414,reverse,,RL_RS38840,,WP_244432425.1,342,
WP_173364466.1,NC_008378.1,CDS,623588,624295,reverse,,RL_RS35750,pRL120569,WP_173364466.1,708,SDR family NAD(P)-dependent oxidoreductase
RL_RS35750,NC_008378.1,gene,623588,624295,reverse,,RL_RS35750,pRL120569,WP_173364466.1,708,
WP_011649331.1,NC_008378.1,CDS,624341,624949,reverse,folE,RL_RS35755,pRL120570,WP_011649331.1,609,GTP cyclohydrolase I FolE
folE,NC_008378.1,gene,624341,624949,reverse,folE,RL_RS35755,pRL120570,WP_011649331.1,609,
WP_011649332.1,NC_008378.1,CDS,625185,625652,reverse,,RL_RS35760,pRL120571,WP_011649332.1,468,tryptophan-rich sensory protein
RL_RS35760,NC_008378.1,gene,625185,625652,reverse,,RL_RS35760,pRL120571,WP_011649332.1,468,
WP_244432426.1,NC_008378.1,CDS,625717,626097,reverse,,RL_RS35765,pRL120572,WP_244432426.1,381,lipocalin family protein
RL_RS35765,NC_008378.1,gene,625717,626097,reverse,,RL_RS35765,pRL120572,WP_244432426.1,381,
WP_011649334.1,NC_008378.1,CDS,626244,626822,reverse,,RL_RS35770,pRL120573,WP_011649334.1,579,hypothetical protein
RL_RS35770,NC_008378.1,gene,626244,626822,reverse,,RL_RS35770,pRL120573,WP_011649334.1,579,
WP_011649335.1,NC_008378.1,CDS,626819,627847,reverse,,RL_RS35775,pRL120574,WP_011649335.1,1029,cyclopropane-fatty-acyl-phospholipid synthase family protein
RL_RS35775,NC_008378.1,gene,626819,627847,reverse,,RL_RS35775,pRL120574,WP_011649335.1,1029,
WP_028742908.1,NC_008378.1,CDS,627844,628644,reverse,,RL_RS35780,pRL120575,WP_028742908.1,801,DUF1295 domain-containing protein
RL_RS35780,NC_008378.1,gene,627844,628644,reverse,,RL_RS35780,pRL120575,WP_028742908.1,801,
WP_011649337.1,NC_008378.1,CDS,628832,630205,forward,,RL_RS35785,pRL120576,WP_011649337.1,1374,NAD(P)/FAD-dependent oxidoreductase
RL_RS35785,NC_008378.1,gene,628832,630205,forward,,RL_RS35785,pRL120576,WP_011649337.1,1374,
WP_011649338.1,NC_008378.1,CDS,630386,630889,forward,,RL_RS35790,pRL120577,WP_011649338.1,504,hypothetical protein
RL_RS35790,NC_008378.1,gene,630386,630889,forward,,RL_RS35790,pRL120577,WP_011649338.1,504,
WP_244432427.1,NC_008378.1,CDS,630882,630974,forward,,RL_RS40950,,WP_244432427.1,93,hypothetical protein
RL_RS40950,NC_008378.1,gene,630882,630974,forward,,RL_RS40950,,WP_244432427.1,93,
WP_028742909.1,NC_008378.1,CDS,631079,631441,forward,,RL_RS35795,pRL120578,WP_028742909.1,363,DUF2147 domain-containing protein
RL_RS35795,NC_008378.1,gene,631079,631441,forward,,RL_RS35795,pRL120578,WP_028742909.1,363,
WP_041937058.1,NC_008378.1,CDS,631469,631888,forward,,RL_RS35800,pRL120579,WP_041937058.1,420,DUF2177 family protein
RL_RS35800,NC_008378.1,gene,631469,631888,forward,,RL_RS35800,pRL120579,WP_041937058.1,420,
WP_011649341.1,NC_008378.1,CDS,632100,632675,forward,,RL_RS35805,pRL120580,WP_011649341.1,576,sigma-70 family RNA polymerase sigma factor
RL_RS35805,NC_008378.1,gene,632100,632675,forward,,RL_RS35805,pRL120580,WP_011649341.1,576,
WP_011649342.1,NC_008378.1,CDS,632672,633325,forward,,RL_RS35810,pRL120581,WP_011649342.1,654,ChrR family anti-sigma-E factor
RL_RS35810,NC_008378.1,gene,632672,633325,forward,,RL_RS35810,pRL120581,WP_011649342.1,654,
WP_011649343.1,NC_008378.1,CDS,633417,633614,reverse,,RL_RS38845,pRL120582,WP_011649343.1,198,hypothetical protein
RL_RS38845,NC_008378.1,gene,633417,633614,reverse,,RL_RS38845,pRL120582,WP_011649343.1,198,
CDS,NC_008378.1,CDS,633827,634413,forward,,RL_RS39620,,,587,efflux RND transporter permease subunit
RL_RS39620,NC_008378.1,pseudogene,633827,634413,forward,,RL_RS39620,,,587,
CDS,NC_008378.1,CDS,634470,634623,forward,,RL_RS39625,,,154,TetR/AcrR family transcriptional regulator
RL_RS39625,NC_008378.1,pseudogene,634470,634623,forward,,RL_RS39625,,,154,
WP_041937020.1,NC_008378.1,CDS,634867,635718,reverse,,RL_RS35830,pRL120584,WP_041937020.1,852,sugar phosphate isomerase/epimerase
RL_RS35830,NC_008378.1,gene,634867,635718,reverse,,RL_RS35830,pRL120584,WP_041937020.1,852,
WP_011649346.1,NC_008378.1,CDS,636064,636951,forward,,RL_RS35835,pRL120585,WP_011649346.1,888,sugar phosphate isomerase/epimerase
RL_RS35835,NC_008378.1,gene,636064,636951,forward,,RL_RS35835,pRL120585,WP_011649346.1,888,
WP_041937021.1,NC_008378.1,CDS,637011,638180,forward,,RL_RS35840,pRL120586,WP_041937021.1,1170,mandelate racemase/muconate lactonizing enzyme family protein
RL_RS35840,NC_008378.1,gene,637011,638180,forward,,RL_RS35840,pRL120586,WP_041937021.1,1170,
WP_086935639.1,NC_008378.1,CDS,638183,638875,forward,,RL_RS35845,pRL120587,WP_086935639.1,693,FadR family transcriptional regulator
RL_RS35845,NC_008378.1,gene,638183,638875,forward,,RL_RS35845,pRL120587,WP_086935639.1,693,
WP_011649349.1,NC_008378.1,CDS,638897,639871,forward,,RL_RS35850,pRL120588,WP_011649349.1,975,hydroxyacid dehydrogenase
RL_RS35850,NC_008378.1,gene,638897,639871,forward,,RL_RS35850,pRL120588,WP_011649349.1,975,
WP_011649350.1,NC_008378.1,CDS,639951,641027,reverse,,RL_RS35855,pRL120589,WP_011649350.1,1077,ABC transporter ATP-binding protein
RL_RS35855,NC_008378.1,gene,639951,641027,reverse,,RL_RS35855,pRL120589,WP_011649350.1,1077,
WP_011649351.1,NC_008378.1,CDS,641027,642136,reverse,,RL_RS35860,pRL120590,WP_011649351.1,1110,ABC transporter ATP-binding protein
RL_RS35860,NC_008378.1,gene,641027,642136,reverse,,RL_RS35860,pRL120590,WP_011649351.1,1110,
WP_003549717.1,NC_008378.1,CDS,642133,642336,reverse,,RL_RS35865,,WP_003549717.1,204,hypothetical protein
RL_RS35865,NC_008378.1,gene,642133,642336,reverse,,RL_RS35865,,WP_003549717.1,204,
WP_003549729.1,NC_008378.1,CDS,642333,643292,reverse,,RL_RS35870,pRL120591,WP_003549729.1,960,carbohydrate ABC transporter permease
RL_RS35870,NC_008378.1,gene,642333,643292,reverse,,RL_RS35870,pRL120591,WP_003549729.1,960,
WP_003549731.1,NC_008378.1,CDS,643294,644199,reverse,,RL_RS35875,pRL120592,WP_003549731.1,906,sugar ABC transporter permease
RL_RS35875,NC_008378.1,gene,643294,644199,reverse,,RL_RS35875,pRL120592,WP_003549731.1,906,
WP_011649352.1,NC_008378.1,CDS,644357,645667,reverse,,RL_RS35880,pRL120593,WP_011649352.1,1311,extracellular solute-binding protein
RL_RS35880,NC_008378.1,gene,644357,645667,reverse,,RL_RS35880,pRL120593,WP_011649352.1,1311,
WP_011649353.1,NC_008378.1,CDS,646036,646674,reverse,,RL_RS35885,pRL120594,WP_011649353.1,639,TetR/AcrR family transcriptional regulator
RL_RS35885,NC_008378.1,gene,646036,646674,reverse,,RL_RS35885,pRL120594,WP_011649353.1,639,
WP_011649354.1,NC_008378.1,CDS,646775,647971,forward,,RL_RS35890,pRL120595,WP_011649354.1,1197,Tm-1-like ATP-binding domain-containing protein
RL_RS35890,NC_008378.1,gene,646775,647971,forward,,RL_RS35890,pRL120595,WP_011649354.1,1197,
WP_011649355.1,NC_008378.1,CDS,647983,648825,forward,,RL_RS35895,pRL120596,WP_011649355.1,843,phosphoenolpyruvate hydrolase family protein
RL_RS35895,NC_008378.1,gene,647983,648825,forward,,RL_RS35895,pRL120596,WP_011649355.1,843,
WP_011649356.1,NC_008378.1,CDS,648851,649264,forward,,RL_RS35900,pRL120597,WP_011649356.1,414,cupin domain-containing protein
RL_RS35900,NC_008378.1,gene,648851,649264,forward,,RL_RS35900,pRL120597,WP_011649356.1,414,
WP_011649357.1,NC_008378.1,CDS,649297,650487,forward,,RL_RS35905,pRL120598,WP_011649357.1,1191,Xaa-Pro peptidase family protein
RL_RS35905,NC_008378.1,gene,649297,650487,forward,,RL_RS35905,pRL120598,WP_011649357.1,1191,
WP_011649358.1,NC_008378.1,CDS,650560,651153,reverse,,RL_RS35910,pRL120599,WP_011649358.1,594,DJ-1/PfpI family protein
RL_RS35910,NC_008378.1,gene,650560,651153,reverse,,RL_RS35910,pRL120599,WP_011649358.1,594,
WP_011649359.1,NC_008378.1,CDS,651206,651904,reverse,,RL_RS35915,pRL120600,WP_011649359.1,699,GntR family transcriptional regulator
RL_RS35915,NC_008378.1,gene,651206,651904,reverse,,RL_RS35915,pRL120600,WP_011649359.1,699,
WP_011649360.1,NC_008378.1,CDS,652001,653035,forward,,RL_RS35920,pRL120601,WP_011649360.1,1035,Ldh family oxidoreductase
RL_RS35920,NC_008378.1,gene,652001,653035,forward,,RL_RS35920,pRL120601,WP_011649360.1,1035,
WP_011649361.1,NC_008378.1,CDS,653032,654261,forward,,RL_RS35925,pRL120602,WP_011649361.1,1230,iron-containing alcohol dehydrogenase
RL_RS35925,NC_008378.1,gene,653032,654261,forward,,RL_RS35925,pRL120602,WP_011649361.1,1230,
WP_011649362.1,NC_008378.1,CDS,654276,655763,forward,,RL_RS35930,pRL120603,WP_011649362.1,1488,NAD-dependent succinate-semialdehyde dehydrogenase
RL_RS35930,NC_008378.1,gene,654276,655763,forward,,RL_RS35930,pRL120603,WP_011649362.1,1488,
WP_011649363.1,NC_008378.1,CDS,655775,656626,forward,,RL_RS35935,pRL120604,WP_011649363.1,852,alpha/beta hydrolase
RL_RS35935,NC_008378.1,gene,655775,656626,forward,,RL_RS35935,pRL120604,WP_011649363.1,852,
WP_011649364.1,NC_008378.1,CDS,656731,658056,reverse,,RL_RS35940,pRL120605,WP_011649364.1,1326,FAD-binding oxidoreductase
RL_RS35940,NC_008378.1,gene,656731,658056,reverse,,RL_RS35940,pRL120605,WP_011649364.1,1326,
WP_003549758.1,NC_008378.1,CDS,658290,658766,forward,,RL_RS35945,pRL120606,WP_003549758.1,477,Lrp/AsnC family transcriptional regulator
RL_RS35945,NC_008378.1,gene,658290,658766,forward,,RL_RS35945,pRL120606,WP_003549758.1,477,
WP_011649366.1,NC_008378.1,CDS,659072,660727,reverse,,RL_RS35950,pRL120607,WP_011649366.1,1656,ABC transporter ATP-binding protein
RL_RS35950,NC_008378.1,gene,659072,660727,reverse,,RL_RS35950,pRL120607,WP_011649366.1,1656,
WP_011649367.1,NC_008378.1,CDS,660724,661590,reverse,,RL_RS35955,pRL120608,WP_011649367.1,867,ABC transporter permease
RL_RS35955,NC_008378.1,gene,660724,661590,reverse,,RL_RS35955,pRL120608,WP_011649367.1,867,
WP_011649368.1,NC_008378.1,CDS,661587,662537,reverse,,RL_RS35960,pRL120609,WP_011649368.1,951,ABC transporter permease
RL_RS35960,NC_008378.1,gene,661587,662537,reverse,,RL_RS35960,pRL120609,WP_011649368.1,951,
WP_011649369.1,NC_008378.1,CDS,662627,664237,reverse,,RL_RS35965,pRL120610,WP_011649369.1,1611,ABC transporter substrate-binding protein
RL_RS35965,NC_008378.1,gene,662627,664237,reverse,,RL_RS35965,pRL120610,WP_011649369.1,1611,
WP_011649370.1,NC_008378.1,CDS,664295,665014,reverse,,RL_RS35970,pRL120611,WP_011649370.1,720,HAD-IA family hydrolase
RL_RS35970,NC_008378.1,gene,664295,665014,reverse,,RL_RS35970,pRL120611,WP_011649370.1,720,
WP_011649371.1,NC_008378.1,CDS,665238,666614,reverse,,RL_RS35975,pRL120612,WP_011649371.1,1377,aspartate aminotransferase family protein
RL_RS35975,NC_008378.1,gene,665238,666614,reverse,,RL_RS35975,pRL120612,WP_011649371.1,1377,
WP_028742930.1,NC_008378.1,CDS,666628,667464,reverse,,RL_RS35980,pRL120613,WP_028742930.1,837,GNAT family N-acetyltransferase
RL_RS35980,NC_008378.1,gene,666628,667464,reverse,,RL_RS35980,pRL120613,WP_028742930.1,837,
WP_011649373.1,NC_008378.1,CDS,667619,668899,reverse,,RL_RS35985,pRL120614,WP_011649373.1,1281,four-carbon acid sugar kinase family protein
RL_RS35985,NC_008378.1,gene,667619,668899,reverse,,RL_RS35985,pRL120614,WP_011649373.1,1281,
WP_011649374.1,NC_008378.1,CDS,668903,669679,reverse,,RL_RS35990,pRL120615,WP_011649374.1,777,TIM barrel protein
RL_RS35990,NC_008378.1,gene,668903,669679,reverse,,RL_RS35990,pRL120615,WP_011649374.1,777,
WP_011649375.1,NC_008378.1,CDS,669694,670638,reverse,,RL_RS35995,pRL120616,WP_011649375.1,945,NAD(P)-dependent oxidoreductase
RL_RS35995,NC_008378.1,gene,669694,670638,reverse,,RL_RS35995,pRL120616,WP_011649375.1,945,
WP_041937022.1,NC_008378.1,CDS,670707,672023,reverse,,RL_RS36000,pRL120617,WP_041937022.1,1317,MFS transporter
RL_RS36000,NC_008378.1,gene,670707,672023,reverse,,RL_RS36000,pRL120617,WP_041937022.1,1317,
WP_028742933.1,NC_008378.1,CDS,672263,673261,forward,,RL_RS36005,pRL120618,WP_028742933.1,999,LacI family DNA-binding transcriptional regulator
RL_RS36005,NC_008378.1,gene,672263,673261,forward,,RL_RS36005,pRL120618,WP_028742933.1,999,
WP_011649378.1,NC_008378.1,CDS,673280,673954,forward,,RL_RS36010,pRL120619,WP_011649378.1,675,aldolase
RL_RS36010,NC_008378.1,gene,673280,673954,forward,,RL_RS36010,pRL120619,WP_011649378.1,675,
WP_011649379.1,NC_008378.1,CDS,674118,674786,forward,,RL_RS36015,pRL120620,WP_011649379.1,669,haloacid dehalogenase type II
RL_RS36015,NC_008378.1,gene,674118,674786,forward,,RL_RS36015,pRL120620,WP_011649379.1,669,
WP_011649380.1,NC_008378.1,CDS,674800,676074,forward,,RL_RS36020,pRL120621,WP_011649380.1,1275,FAD-binding oxidoreductase
RL_RS36020,NC_008378.1,gene,674800,676074,forward,,RL_RS36020,pRL120621,WP_011649380.1,1275,
WP_003549782.1,NC_008378.1,CDS,676119,676424,reverse,,RL_RS36025,pRL120622,WP_003549782.1,306,DUF982 domain-containing protein
RL_RS36025,NC_008378.1,gene,676119,676424,reverse,,RL_RS36025,pRL120622,WP_003549782.1,306,
WP_003549783.1,NC_008378.1,CDS,676536,676757,reverse,,RL_RS38855,,WP_003549783.1,222,hypothetical protein
RL_RS38855,NC_008378.1,gene,676536,676757,reverse,,RL_RS38855,,WP_003549783.1,222,
WP_204327285.1,NC_008378.1,CDS,676767,677708,reverse,,RL_RS36030,pRL120623,WP_204327285.1,942,ThiF family adenylyltransferase
RL_RS36030,NC_008378.1,gene,676767,677708,reverse,,RL_RS36030,pRL120623,WP_204327285.1,942,
WP_244432418.1,NC_008378.1,CDS,677708,679153,reverse,,RL_RS36035,pRL120624,WP_244432418.1,1446,HEXXH motif-containing putative peptide modification protein
RL_RS36035,NC_008378.1,gene,677708,679153,reverse,,RL_RS36035,pRL120624,WP_244432418.1,1446,
WP_011649383.1,NC_008378.1,CDS,679396,681090,reverse,,RL_RS36040,pRL120625,WP_011649383.1,1695,S8 family serine peptidase
RL_RS36040,NC_008378.1,gene,679396,681090,reverse,,RL_RS36040,pRL120625,WP_011649383.1,1695,
WP_011649384.1,NC_008378.1,CDS,681124,681936,reverse,,RL_RS36045,pRL120626,WP_011649384.1,813,phosphatase PAP2 family protein
RL_RS36045,NC_008378.1,gene,681124,681936,reverse,,RL_RS36045,pRL120626,WP_011649384.1,813,
WP_011649385.1,NC_008378.1,CDS,682197,684152,reverse,,RL_RS36050,pRL120627,WP_011649385.1,1956,hypothetical protein
RL_RS36050,NC_008378.1,gene,682197,684152,reverse,,RL_RS36050,pRL120627,WP_011649385.1,1956,
WP_028742935.1,NC_008378.1,CDS,684379,685836,reverse,,RL_RS36055,pRL120628,WP_028742935.1,1458,NAD-dependent succinate-semialdehyde dehydrogenase
RL_RS36055,NC_008378.1,gene,684379,685836,reverse,,RL_RS36055,pRL120628,WP_028742935.1,1458,
