protein_id,locus_match,new_gene,gene,name,description
WP_011648918.1,,RL_RS33565,pRL120126,-,putative D-hydantoinase
WP_225510576.1,,RL_RS33570,pRL120127,-,putative MFS family transporter
WP_011648920.1,,RL_RS33575,pRL120128,-,putative ATP-binding component of ABC transporter
WP_011648921.1,,RL_RS33580,pRL120129,-,putative permease component of ABC transporter
WP_011648922.1,,RL_RS33585,pRL120130,-,putative permease component of ABC transporter
WP_028742529.1,,RL_RS33590,pRL120131,-,putative substrate binding component of ABC transporter
WP_041936980.1,,RL_RS33595,pRL120132,-,putative AraC family transcriptional regulator
WP_011648925.1,,RL_RS33600,pRL120133,-,putative plasmid stability protein
WP_028742527.1,SM_b21509,RL_RS33605,pRL120134,-,putative plasmid stability protein
WP_041936981.1,,RL_RS33610,pRL120135,-,putative cyclase
WP_011648928.1,,RL_RS33615,pRL120136,-,glutamyl-tRNA(Gln) amidotransferase subunit
WP_011648932.1,SM_b21100,RL_RS33635,pRL120140,-,putative imidase
WP_026158321.1,,RL_RS33640,pRL120141,-,putative ATP-binding component of ABC transporter
WP_011648934.1,,RL_RS33645,pRL120142,-,putative substrate-binding component of ABC transporter
WP_011648935.1,,RL_RS33650,pRL120143,-,putative short-chain dehydrogenase/reductase
WP_028742524.1,,RL_RS33655,pRL120144,-,putative 3-oxoacyl-[acyl-carrier-protein] reductase (3-ketoacyl-acyl carrier protein reductase)
WP_011648937.1,,RL_RS33660,pRL120145,-,putative permease component of ABC transporter
WP_011648938.1,,RL_RS33665,pRL120146,-,putative permease component of ABC transporter
WP_011648939.1,,RL_RS33670,pRL120147,-,putative ATP-binding component of ABC transporter
WP_129557823.1,,RL_RS33675,pRL120148,-,hypothetical protein
WP_003550283.1,,RL_RS33680,pRL120149,-,putative GntR family transcriptional regulator
WP_011648941.1,,RL_RS33685,pRL120150,-,putative urea amidolyase related protein
WP_011648942.1,,RL_RS33690,pRL120151,-,putative urea amidohydrolyase homologue
WP_011648943.1,,RL_RS33695,pRL120152,-,putative biotin carboxylase
WP_017957430.1,,RL_RS33700,pRL120153,-,-
WP_011648944.1,,RL_RS33705,pRL120154,-,putative LamB/YcsF family protein
WP_011648945.1,,RL_RS33710,pRL120155,-,putative LysR family transcriptional regulator
WP_011648946.1,,RL_RS33715,pRL120157,-,hypothetical protein
WP_011648947.1,,RL_RS33720,pRL120158,-,hypothetical protein
WP_011648948.1,,RL_RS33725,pRL120159,-,putative amidohydrolase
WP_011648949.1,,RL_RS33730,pRL120160,-,putative DeoR family transcriptional regulator
WP_011648950.1,,RL_RS33735,pRL120161,-,putative substrate-binding component of ABC transporter
WP_041936983.1,,RL_RS33740,pRL120162,-,putative permease component of ABC transporter
WP_003550298.1,,RL_RS33745,pRL120163,-,putative permease component of ABC transporter
,,,pRL120165,-,-
WP_011648953.1,SMa1101,RL_RS33755,pRL120166,-,putative transmembrane protein
WP_028742514.1,SM_b20071,RL_RS33760,pRL120167,-,putative MFS family transporter
WP_028742513.1,,RL_RS33765,pRL120168,-,putative LysR family transcriptional regulator
WP_032983860.1,,RL_RS33770,pRL120169,-,putative permease component of ABC transporter
WP_011648957.1,SMa0952,RL_RS33775,pRL120170,-,putative permease component of ABC transporter
WP_011648958.1,SMa2207,RL_RS33780,pRL120171,-,putative ATP-binding component of ABC transporter
WP_028742511.1,SMc01966,RL_RS33785,pRL120172,-,putative substrate-binding component of ABC transporter
WP_011648960.1,,RL_RS33790,pRL120173,-,putative Fe-containing oxidoreductase
WP_026237200.1,,RL_RS33795,pRL120174,-,putative PfkB family kinase
WP_011648962.1,,RL_RS33800,pRL120175,-,putative uncharacterised enzyme involved in pigment biosynthesis
WP_011648963.1,,RL_RS33805,pRL120176,-,putative enoyl-CoA hydratase
WP_011648964.1,SMa1146,RL_RS33810,pRL120177,-,putative pimeloyl-CoA synthetase
WP_011648965.1,,RL_RS33815,pRL120178,-,putative nucleoside hydrolase
WP_011648966.1,,RL_RS33820,pRL120179,-,putative pyruvate ferredoxin oxidoreductase
WP_011648967.1,SM_b21129,RL_RS33825,pRL120180,-,putative oxidoreductase
WP_011648968.1,,RL_RS33830,pRL120181,-,putative GntR family transcriptional regulator
WP_222312295.1,,RL_RS33835,pRL120182,-,putative alcohol dehydrogenase
WP_011648970.1,SM_b20269,RL_RS33840,pRL120183,-,hypothetical protein
WP_041936984.1,SMa1706,RL_RS33845,pRL120184,-,hypothetical protein
WP_011648972.1,,RL_RS33850,pRL120185,-,putative transmembrane transporter
WP_244432422.1,,RL_RS33855,pRL120186,-,hypothetical protein
WP_011648974.1,,RL_RS33860,pRL120187,-,putative amine oxidase family protein
WP_011648975.1,,RL_RS33865,pRL120188,-,putative transmembrane Na+/H+ antiporter
WP_011648976.1,SM_b20483,RL_RS33870,pRL120189,-,putative transcriptional regulator
WP_003550853.1,SM_b20484,RL_RS33875,pRL120191,-,putative substrate binding component of ABC transporter
WP_011648977.1,SM_b20485,RL_RS33880,pRL120192,-,putative ATP-binding component of ABC transporter
WP_011648978.1,SM_b20486,RL_RS33885,pRL120193,-,putative permease component of ABC transporter
WP_011648979.1,SM_b20487,RL_RS33890,pRL120194,-,putative permease component of ABC transporter
WP_011648980.1,SM_b20488,RL_RS33895,pRL120195,-,putative-epimerase
WP_011648981.1,SM_b20199,RL_RS33900,pRL120196,-,putative fructose-bisphosphate aldolase
WP_011648982.1,,RL_RS33905,pRL120197,-,putative glycerol-3-phosphate dehydrogenase
WP_028742486.1,SMc01623,RL_RS33945,pRL120204,-,putative eryithritol kinase
WP_003550814.1,SMc01615,RL_RS33965,pRL120208,-,putative deoR family transcriptional regulator
WP_011648990.1,SMc01614,RL_RS33970,pRL120209,-,putative triosephosphate isomerase
WP_011648991.1,SMc01613,RL_RS33975,pRL120210,-,putative ribose-5-phosphate isomerase
WP_011648992.1,SMa0424,RL_RS33985,pRL120212,-,putative DNA ligase
WP_011648993.1,,RL_RS33990,pRL120213,-,hypothetical protein
WP_011648994.1,,RL_RS33995,pRL120214,-,putative dioxygenase
WP_011648995.1,,RL_RS34000,pRL120215,-,putative maleylacetate reductase
WP_011648996.1,SMa1734,RL_RS34005,pRL120216,-,putative amidohydrolase
WP_011648997.1,,RL_RS34010,pRL120217,-,putative dehydrogenase/hydroxylase
WP_003550798.1,,RL_RS34015,pRL120218,-,putative flavin reductase
WP_011648998.1,,RL_RS34020,pRL120219,-,putative marR family transcriptional regulator
WP_173364469.1,,RL_RS34025,pRL120220,-,putative MFS family permease
WP_011649000.1,SMc04432,RL_RS34030,pRL120221,-,hypothetical protein
WP_041937043.1,,RL_RS34035,pRL120222,-,putative transmembrane protein
WP_003550790.1,SM_b20658,RL_RS34040,pRL120223,-,putative permease component of ABC transporter
WP_003550789.1,SM_b20659,RL_RS34045,pRL120224,-,putative permease component of ABC transporter
WP_003550788.1,SM_b20660,RL_RS34050,pRL120225,-,putative substrate binding component of ABC transporter
WP_011649004.1,SM_b20661,RL_RS34055,pRL120226,-,putative ATP-binding component of ABC transporter
WP_011649005.1,SMa0241,RL_RS34060,pRL120227,-,putative 4-hydroxybutyrate dehydrogenase
WP_041936987.1,SM_b20664,RL_RS34065,pRL120228,-,putative gntR family transcriptional regulator
WP_011649007.1,SMa0414,RL_RS34070,pRL120229,-,putative DNA ligase family protein
WP_011649008.1,SMc04179,RL_RS34075,pRL120230,-,putative transmembrane transport protein
WP_011649009.1,,RL_RS34080,pRL120231,-,putative L-lactate dehydrogenase
WP_011649010.1,SM_b20144,RL_RS34085,pRL120232,-,putative exported substrate binding protein
,,,pRL120233,-,putative 5-dehydro-4-deoxyglucarate dehydratase
,,,pRL120234,-,5-dehydro-4-deoxyglucarate dehydratase
WP_011649013.1,SM_b20262,RL_RS34095,pRL120235,-,putative fatty aldehyde dehydrogenase
WP_003550773.1,SM_b20114,RL_RS34100,pRL120236,-,putative methytransferase
WP_011649014.1,SM_b21107,RL_RS34105,pRL120237,-,putative mandelate racemase
WP_011649015.1,SM_b20115,RL_RS34110,pRL120238,-,putative dihydroxy-acid dehydratase
WP_011649016.1,SM_b20105,RL_RS34115,pRL120239,-,putative gntR family transcriptional regulatory protein
WP_011649017.1,,RL_RS34120,pRL120240,-,putative glyoxylate reductase
WP_011649018.1,SM_b20141,RL_RS34125,pRL120241,-,putative ATP-binding component of ABC transporter
WP_011649019.1,SM_b20142,RL_RS34130,pRL120242,-,putative permease component of ABC transporter
WP_003550760.1,SM_b20143,RL_RS34135,pRL120243,-,putative permease component of ABC transporter
WP_041936989.1,SM_b20112,RL_RS34140,pRL120244,-,putative permease component of ABC transporter
WP_011649021.1,,RL_RS40330,pRL120245,-,hypothetical protein
WP_011649022.1,SM_b20988,RL_RS34150,pRL120246,-,putative NUDIX domain family protein
WP_011649023.1,,RL_RS34155,pRL120247,-,hypothetical protein
WP_011649024.1,,RL_RS34160,pRL120248,-,putative ATP-binding component of ABC transporter
WP_011649025.1,SM_b21373,RL_RS34165,pRL120249,-,putative tagatose 6-phosphate kinase
WP_011649026.1,,RL_RS34170,pRL120250,-,putative glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
WP_028742457.1,,RL_RS34175,pRL120251,-,putative permease component of ABC transporter
WP_011649028.1,,RL_RS34180,pRL120252,-,putative permease component of ABC transporter
WP_041936990.1,,RL_RS34185,pRL120253,-,putative substrate binding component of ABC transporter
WP_011649030.1,,RL_RS34190,pRL120254,-,hypothetical protein
WP_011649031.1,,RL_RS34195,pRL120255,-,putative deoR family transcriptional regulator
WP_011649032.1,,RL_RS34200,pRL120256,-,alpha-galactosidase (melibiase)
WP_011649033.1,,RL_RS34205,pRL120257,-,putative AraC family transcriptional regulatory protein
WP_011649034.1,,RL_RS34215,pRL120258,-,putative HD domain transcriptional regulatory protein
WP_011649035.1,,RL_RS34220,pRL120259,-,putative GGDEF-EAL-GAF domain putative c-di-GMP phosphodiesterase
WP_011649036.1,,RL_RS34225,pRL120260,-,hypothetical protein
WP_011649037.1,,RL_RS34230,pRL120261,-,putative hth-type transcriptional regulator
WP_011649039.1,,RL_RS34240,pRL120263,-,putative permease component of ABC transporter
WP_011649040.1,,RL_RS34245,pRL120264,-,putative permease component of ABC transporter
WP_011649041.1,,RL_RS34250,pRL120265,-,putative ATP-binding component of ABC transporter
WP_011649042.1,SM_b20968,RL_RS34255,pRL120266,-,hypothetical protein
WP_011649043.1,SM_b20121,RL_RS34260,pRL120267,-,putative plasmid stabilisation protein
WP_011649044.1,SM_b22004,RL_RS34265,pRL120268,-,putative plasmid stabilisation protein
WP_011649045.1,,RL_RS34270,pRL120269,-,putative DNA double-strand break repair
WP_011649046.1,SMc01909,RL_RS34275,pRL120270,-,putative exonuclease
WP_011649047.1,,RL_RS34280,pRL120271,-,putative acetolactate synthase
WP_011649048.1,,RL_RS34285,pRL120272,-,putative exopolysaccharide synthesis related protein
WP_011649049.1,,RL_RS34290,pRL120273,-,putative aerobic c4-dicarboxylate transport protein
,,RL_RS34295,pRL120274,-,-
WP_011649050.1,SMc00504,RL_RS34300,pRL120275,-,putative LysR family transcriptional regulator
WP_011649051.1,SM_b20138,RL_RS34305,pRL120276,-,putative 4-oxalomesaconate hydratase
WP_011649052.1,,RL_RS34310,pRL120277,-,"putative 2-pyrone-4,6-dicarboxylic acid hydrolase"
WP_244432423.1,,RL_RS34315,pRL120278,-,hypothetical protein
WP_011649054.1,,RL_RS34320,pRL120279,-,putative exported tail-specific protease precursor
WP_011649055.1,,RL_RS34325,pRL120280,-,hypothetical protein
WP_244432424.1,,RL_RS34330,pRL120281,-,putative GntR family transcriptional regulator
WP_003562390.1,SMa0206,RL_RS34335,pRL120282,-,putative two-component response regulator transcriptional regulatory protein
WP_011649057.1,SMa0204,RL_RS34340,pRL120283,-,putative two-component sensor histidine kinase transcriptional regulatory protein
WP_011649058.1,SMa0203,RL_RS34345,pRL120284,-,putative ABC transporter component
WP_011649060.1,SMa0198,RL_RS34355,pRL120286,-,putative permease component of ABC transporter
WP_011649061.1,SMa0197,RL_RS34360,pRL120287,-,putative permease component of ABC transporter
WP_011649063.1,SMa2025,RL_RS34370,pRL120289,-,putative choline dehydrogenase
WP_011649064.1,SMa2023,RL_RS34375,pRL120290,-,hypothetical protein
WP_011649066.1,SMa1629,RL_RS34385,pRL120292,-,putative short-chain dehydrogenase/oxidoreductase
WP_011649067.1,SMa1630,RL_RS34390,pRL120293,-,hypothetical protein
WP_011649068.1,SMa1632,RL_RS34395,pRL120294,-,putative LysR family transcriptional regulator
WP_011649069.1,SM_b20338,RL_RS34400,pRL120295,-,putative MFS family transmembrane protein
WP_011649070.1,SM_b20337,RL_RS34405,pRL120296,-,putative TetR family transcriptional regulatory protein
WP_011649071.1,,RL_RS34410,pRL120297,-,putative epoxide hydrolase
WP_041936991.1,SMc00519,RL_RS34415,pRL120298,-,hypothetical protein
WP_011649073.1,SMc00518,RL_RS34420,pRL120299,-,hypothetical protein
WP_011649074.1,SMa2353,RL_RS34425,pRL120300,-,"putative xanthine dehydrogenase YagR, molybdenum binding subunit"
WP_011649075.1,SMa2351,RL_RS34430,pRL120301,-,"putative xanthine dehydrogenase YagS, fad binding subunit"
WP_011649076.1,SMa2349,RL_RS34435,pRL120302,-,putative xanthine dehydrogenase YagT iron-sulfur binding subunit
WP_173364464.1,,RL_RS34440,pRL120303,-,putative creatinine amidohydrolase
WP_011649078.1,,RL_RS34445,pRL120304,-,putative LysR family transcriptional regulator
WP_011649079.1,,RL_RS34450,pRL120305,-,putative substrate binding component of ABC transporter
WP_011649080.1,,RL_RS34455,pRL120306,-,putative ATP-binding component of ABC transporter
WP_041936993.1,,RL_RS34460,pRL120307,-,putative ATP-binding component of ABC transporter
WP_011649082.1,,RL_RS34465,pRL120308,-,putative cytosine deaminase
WP_011649086.1,,RL_RS34485,pRL120312,-,putative methyl-accepting chemotaxis protein
WP_011649087.1,SM_b20982,RL_RS34490,pRL120313,-,putative 4'-phosphopantetheinyl transferase
WP_011649088.1,SMa2408,RL_RS34495,pRL120314,-,putative siderophore biosynthesis related protein
WP_041937045.1,,RL_RS34500,pRL120315,-,putative non-ribosomal peptide synthetase
WP_011649090.1,SMa2339,RL_RS34510,pRL120316,-,putative siderophore biosynthesis protein
WP_011649091.1,,RL_RS34515,pRL120317,-,putative efflux transporter
WP_041936994.1,,RL_RS34520,pRL120318,-,putative cystathionine beta-lyase
WP_011649093.1,SMc04203,RL_RS38775,pRL120319,-,putative RNA polymerase sigma factor
WP_011649095.1,SMc01658,RL_RS34535,pRL120321,-,putative ferric iron reductase protein
WP_011649096.1,SMc01657,RL_RS34540,pRL120322,-,outer membrane siderophore receptor precursor
WP_011649097.1,SMa2301,RL_RS34545,pRL120324,-,putative transmembrane GGDEF domain regulatory protein
WP_003550551.1,,RL_RS34550,pRL120325,-,putative GntR family transcriptional regulator
WP_011649098.1,,RL_RS34555,pRL120326,-,putative substrate binding component of ABC transporter
WP_011649099.1,,RL_RS34560,pRL120326A,-,putative permease component of ABC transporter
WP_011649100.1,,RL_RS34565,pRL120327,-,putative permease component of ABC transporter
WP_011649101.1,,RL_RS34570,pRL120328,-,putative dihydropicolinate synthase family protein
WP_011649102.1,,RL_RS34575,pRL120329,-,putative ATP-binding component of ABC transporter
WP_011649104.1,SM_b20298,RL_RS34585,pRL120331,-,putative dihydropicolinate synthase family protein
WP_011649105.1,,RL_RS34590,pRL120332,-,putative IclR family transcriptional regulator
WP_011649106.1,SM_b21037,RL_RS34595,pRL120333,-,putative substrate-binding component of ABC transporter
WP_011649107.1,,RL_RS34600,pRL120334,-,putative hydrolase
WP_011649108.1,,RL_RS34605,pRL120335,-,putative acylase
WP_011649109.1,SM_b21038,RL_RS34610,pRL120336,-,putative transmembrane ABC transporter
WP_011649110.1,SM_b21039,RL_RS34615,pRL120337,-,putative transmembrane component of ABC transporter
WP_011649111.1,SMc02423,RL_RS34620,pRL120338,-,putative ATP-binding ABC transporter
WP_173364465.1,SMc02424,RL_RS34625,pRL120339,-,putative ATP-binding component of ABC transporter
WP_041936996.1,,RL_RS34630,pRL120340,-,conserved hypothetical ErfK/YbiS/YhnG family protein
WP_041937046.1,,RL_RS34635,pRL120341,-,putative outer membrane protein
WP_028742389.1,SM_b21295,RL_RS34640,pRL120342,-,putative small heat shock protein
WP_011649116.1,,RL_RS34645,pRL120343,-,hypothetical protein
WP_011649117.1,,RL_RS34650,pRL120344,-,putative beta-glucosidase protein
WP_011649118.1,,RL_RS34655,pRL120345,-,putative TetR family transcriptional regulator
WP_041936997.1,,RL_RS34660,pRL120346,-,hypothetical protein
WP_011649120.1,,RL_RS38780,pRL120347,-,putative LysR family transcriptional regulator
WP_011649121.1,,RL_RS34670,pRL120348,-,putative alpha-mannosidase
WP_011649122.1,,RL_RS34675,pRL120349,-,hypothetical protein
WP_011649123.1,,RL_RS34680,pRL120350,-,putative GFO/IDH/MocA family oxidoreductase protein
WP_027664475.1,,RL_RS34685,pRL120351,-,putative substrate binding component of ABC transporter
WP_003550501.1,,RL_RS34690,pRL120352,-,putative permease component of ABC transporter
WP_011649125.1,,RL_RS34695,pRL120353,-,putative transmembrane permease component of ABC transporter
WP_028742380.1,,RL_RS34700,pRL120354,-,putative ROK family transcriptional regulator
WP_028742379.1,,RL_RS34705,pRL120355,-,putative isomerase/epimerase
WP_011649128.1,,RL_RS34710,pRL120356,-,putative ATP-binding component of ABC transporter
WP_011649131.1,SMc01880,RL_RS34725,pRL120359,-,putative pantoate--beta-alanine ligase
WP_011649132.1,SMc01881,RL_RS34730,pRL120360,-,putative 3-methyl-2-oxobutanoate hydroxymethyltransferase
WP_011649133.1,SMc00818,RL_RS34735,pRL120361,-,putative peroxide-inducible genes transcriptional regulator
WP_011649134.1,SMa2379,RL_RS34740,pRL120362,-,catalase-peroxidase
WP_011649135.1,SMc04881,RL_RS34745,pRL120363,-,putative PIN domain signalling protein
WP_011649136.1,SMc04408,RL_RS34750,pRL120364,-,putative virulence-associated protein homologue
WP_028742374.1,,RL_RS34755,pRL120365,-,hypothetical protein
WP_041936998.1,SMc00968,RL_RS34760,pRL120366,-,putative oxidoreductase
