## Sat Mar 25 20:43:29 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Smeli:SMc01268	266834.SMc01268	4.01e-185	514.0	COG0321@1|root,COG0321@2|Bacteria,1MU6A@1224|Proteobacteria,2TRXJ@28211|Alphaproteobacteria,4B8EF@82115|Rhizobiaceae	28211|Alphaproteobacteria	H	Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate	lipB	GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009249,GO:0009987,GO:0010467,GO:0018065,GO:0018193,GO:0018205,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0051604,GO:0071704,GO:1901564	2.3.1.181	ko:K03801	ko00785,ko01100,map00785,map01100	-	R07766,R07769	RC00039,RC00992,RC02867	ko00000,ko00001,ko01000	-	-	-	BPL_LplA_LipB
Smeli:SMc01267	266834.SMc01267	0.0	1275.0	COG2766@1|root,COG2766@2|Bacteria,1MVW7@1224|Proteobacteria,2TTW4@28211|Alphaproteobacteria,4B9DT@82115|Rhizobiaceae	28211|Alphaproteobacteria	T	Serine protein kinase	prkA	GO:0003674,GO:0003824,GO:0004672,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006995,GO:0007154,GO:0008150,GO:0008152,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0036211,GO:0042594,GO:0043170,GO:0043412,GO:0043562,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0140096,GO:1901564	-	ko:K07180	-	-	-	-	ko00000	-	-	-	AAA_PrkA,PrkA
Smeli:SMc01266	266834.SMc01266	1.31e-302	827.0	COG2718@1|root,COG2718@2|Bacteria,1MWQM@1224|Proteobacteria,2TTWI@28211|Alphaproteobacteria,4B8H7@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Belongs to the UPF0229 family	-	-	-	ko:K09786	-	-	-	-	ko00000	-	-	-	DUF444
Smeli:SMc01265	266834.SMc01265	0.0	1038.0	COG2719@1|root,COG2719@2|Bacteria,1MW6U@1224|Proteobacteria,2TRJG@28211|Alphaproteobacteria,4B9K4@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	SpoVR family	-	GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716	-	ko:K06415	-	-	-	-	ko00000	-	-	-	SpoVR
Smeli:SMc01264	266834.SMc01264	1.39e-76	228.0	2DCBJ@1|root,2ZDJH@2|Bacteria,1P8FB@1224|Proteobacteria,2UX7I@28211|Alphaproteobacteria,4BH5I@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc01263	1082932.ATCR1_05691	4.59e-18	78.6	28YPY@1|root,305HS@2|Bacteria,1QRBP@1224|Proteobacteria,2V15H@28211|Alphaproteobacteria,4BHE2@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc01262	266834.SMc01262	3.58e-119	340.0	COG0242@1|root,COG0242@2|Bacteria,1RFCS@1224|Proteobacteria,2U715@28211|Alphaproteobacteria,4BE18@82115|Rhizobiaceae	28211|Alphaproteobacteria	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	def2	GO:0003674,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0018193,GO:0018206,GO:0019538,GO:0031365,GO:0036211,GO:0042586,GO:0043170,GO:0043412,GO:0043686,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564	3.5.1.88	ko:K01462	-	-	-	-	ko00000,ko01000	-	-	-	Pep_deformylase
Smeli:SMc01261	266834.SMc01261	0.0	889.0	COG2239@1|root,COG2239@2|Bacteria,1MW24@1224|Proteobacteria,2TRWK@28211|Alphaproteobacteria,4BAC8@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	Acts as a magnesium transporter	mgtE	-	-	ko:K06213	-	-	-	-	ko00000,ko02000	1.A.26.1	-	-	CBS,MgtE,MgtE_N
Smeli:SMc01260	266834.SMc01260	6.12e-83	245.0	COG0789@1|root,COG0789@2|Bacteria,1RITY@1224|Proteobacteria,2UA41@28211|Alphaproteobacteria,4BMR0@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	helix_turn_helix, mercury resistance	-	-	-	-	-	-	-	-	-	-	-	-	MerR_1
Smeli:SMc01259	266834.SMc01259	1.19e-112	323.0	COG2020@1|root,COG2020@2|Bacteria,1MZ7S@1224|Proteobacteria,2UCNU@28211|Alphaproteobacteria,4BEAJ@82115|Rhizobiaceae	28211|Alphaproteobacteria	O	Phospholipid methyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	PEMT
Smeli:SMc01258	266834.SMc01258	6.2e-240	660.0	COG3503@1|root,COG3503@2|Bacteria,1RA1Q@1224|Proteobacteria,2U5Y1@28211|Alphaproteobacteria,4B93Q@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	membrane	-	-	-	-	-	-	-	-	-	-	-	-	DUF1624
Smeli:SMc01257	266834.SMc01257	4.78e-152	428.0	COG3821@1|root,COG3821@2|Bacteria,1RDXR@1224|Proteobacteria,2TTTD@28211|Alphaproteobacteria,4BBHY@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function, DUF599	-	-	-	-	-	-	-	-	-	-	-	-	DUF599
Smeli:SMc01256	266834.SMc01256	0.0	926.0	COG1760@1|root,COG1760@2|Bacteria,1MUZN@1224|Proteobacteria,2TR3D@28211|Alphaproteobacteria,4B7XM@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	L-serine dehydratase	sdaA	GO:0003674,GO:0003824,GO:0003941,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009987,GO:0016054,GO:0016829,GO:0016840,GO:0016841,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0071704,GO:1901564,GO:1901565,GO:1901575	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	SDH_alpha,SDH_beta
Smeli:SMc00995	266834.SMc00995	3.51e-101	293.0	COG5458@1|root,COG5458@2|Bacteria,1N054@1224|Proteobacteria,2UBY1@28211|Alphaproteobacteria,4BE3H@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF1489)	MA20_36070	-	-	-	-	-	-	-	-	-	-	-	DUF1489
Smeli:SMc01068	266834.SMc01068	1.74e-57	178.0	28YH5@1|root,2ZKBB@2|Bacteria,1P44K@1224|Proteobacteria,2UWUE@28211|Alphaproteobacteria,4BGSF@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc00996	266834.SMc00996	0.0	949.0	COG1686@1|root,COG1686@2|Bacteria,1MUU7@1224|Proteobacteria,2TRCV@28211|Alphaproteobacteria,4B9ZR@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Belongs to the peptidase S11 family	dac	-	3.4.16.4	ko:K01286	-	-	-	-	ko00000,ko01000	-	-	-	Peptidase_S11,SPOR
Smeli:SMc00997	266834.SMc00997	6.13e-175	487.0	2D6JA@1|root,32TME@2|Bacteria,1MXVJ@1224|Proteobacteria,2UGX5@28211|Alphaproteobacteria,4B8VP@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc00998	266834.SMc00998	8.49e-144	405.0	COG3672@1|root,COG3672@2|Bacteria,1NUXW@1224|Proteobacteria,2TTXC@28211|Alphaproteobacteria,4B88M@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	periplasmic protein	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C93
Smeli:SMc00999	266834.SMc00999	1.16e-141	400.0	28I3D@1|root,2Z876@2|Bacteria,1P0DR@1224|Proteobacteria,2TTG2@28211|Alphaproteobacteria,4B967@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	PilZ domain	MA20_31715	-	-	-	-	-	-	-	-	-	-	-	PilZ
Smeli:SMc01000	266834.SMc01000	1.7e-161	451.0	COG5388@1|root,COG5388@2|Bacteria,1MXF0@1224|Proteobacteria,2U3WI@28211|Alphaproteobacteria,4BCBR@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	PAS domain	MA20_31625	-	-	-	-	-	-	-	-	-	-	-	PAS_5
Smeli:SMc01001	266834.SMc01001	1.28e-172	481.0	COG0705@1|root,COG0705@2|Bacteria,1RG13@1224|Proteobacteria,2U7U3@28211|Alphaproteobacteria,4BA2A@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	membrane protein (homolog of Drosophila rhomboid)	-	-	-	-	-	-	-	-	-	-	-	-	Rhomboid
Smeli:SMc01002	266834.SMc01002	2.58e-93	273.0	COG2905@1|root,COG2905@2|Bacteria,1QTTR@1224|Proteobacteria,2TW0S@28211|Alphaproteobacteria,4BFCB@82115|Rhizobiaceae	28211|Alphaproteobacteria	T	Domain in cystathionine beta-synthase and other proteins.	-	-	-	-	-	-	-	-	-	-	-	-	CBS
Smeli:SMc01003	266834.SMc01003	1.9e-229	632.0	COG1752@1|root,COG1752@2|Bacteria,1MUM9@1224|Proteobacteria,2TVQR@28211|Alphaproteobacteria,4B71Y@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	esterase of the alpha-beta hydrolase superfamily	rssA	GO:0003674,GO:0003824,GO:0016787	-	ko:K07001	-	-	-	-	ko00000	-	-	-	Patatin
Smeli:SMc01004	266834.SMc01004	7.56e-108	310.0	COG0139@1|root,COG0139@2|Bacteria,1MW67@1224|Proteobacteria,2UCKH@28211|Alphaproteobacteria,4BC43@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP	hisI	-	3.5.4.19,3.6.1.31	ko:K01496,ko:K11755	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04035,R04037	RC00002,RC01055	ko00000,ko00001,ko00002,ko01000	-	-	-	PRA-CH,PRA-PH
Smeli:SMc01005	266834.SMc01005	1.03e-145	410.0	COG0302@1|root,COG0302@2|Bacteria,1MY3N@1224|Proteobacteria,2TSZI@28211|Alphaproteobacteria,4B71H@82115|Rhizobiaceae	28211|Alphaproteobacteria	H	GTP cyclohydrolase	folE	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003933,GO:0003934,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006066,GO:0006725,GO:0006729,GO:0006732,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009108,GO:0009987,GO:0016787,GO:0016810,GO:0016814,GO:0017076,GO:0017144,GO:0018130,GO:0019001,GO:0019238,GO:0019438,GO:0019751,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034311,GO:0034312,GO:0034641,GO:0035639,GO:0036094,GO:0042558,GO:0042559,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046146,GO:0046165,GO:0046173,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	3.5.4.16	ko:K01495	ko00790,ko01100,map00790,map01100	M00126,M00841,M00842,M00843	R00428,R04639,R05046,R05048	RC00263,RC00294,RC00323,RC00945,RC01188	ko00000,ko00001,ko00002,ko01000	-	-	-	GTP_cyclohydroI
Smeli:SMc01006	266834.SMc01006	6.48e-99	287.0	COG0822@1|root,COG0822@2|Bacteria,1RDGB@1224|Proteobacteria,2U74A@28211|Alphaproteobacteria,4BEC3@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	NifU homolog involved in Fe-S cluster formation	nifU	-	-	-	-	-	-	-	-	-	-	-	NifU_N
Smeli:SMc01007	266834.SMc01007	1.99e-95	276.0	COG0759@1|root,COG0759@2|Bacteria,1N6U4@1224|Proteobacteria,2UFKH@28211|Alphaproteobacteria,4BFII@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Could be involved in insertion of integral membrane proteins into the membrane	yidD	-	-	ko:K08998	-	-	-	-	ko00000	-	-	-	Haemolytic
Smeli:SMc01008	266834.SMc01008	7.07e-97	282.0	COG5502@1|root,COG5502@2|Bacteria,1RJ3D@1224|Proteobacteria,2UACQ@28211|Alphaproteobacteria,4BFIB@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Uncharacterized conserved protein (DUF2267)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2267
Smeli:SMc01009	266834.SMc01009	2.69e-122	349.0	COG3797@1|root,COG3797@2|Bacteria,1N1TC@1224|Proteobacteria,2UEJD@28211|Alphaproteobacteria,4BF51@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	DUF1697
Smeli:SMc01010	266834.SMc01010	0.0	1337.0	COG0441@1|root,COG0441@2|Bacteria,1MUP2@1224|Proteobacteria,2TQWI@28211|Alphaproteobacteria,4B7ME@82115|Rhizobiaceae	28211|Alphaproteobacteria	J	Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr)	thrS	-	6.1.1.3	ko:K01868	ko00970,map00970	M00359,M00360	R03663	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD
Smeli:SMc01011	266834.SMc01011	1.75e-230	635.0	28NPA@1|root,308U9@2|Bacteria,1RG7C@1224|Proteobacteria,2TW0T@28211|Alphaproteobacteria,4BNRE@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	MA20_31605	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc01012	266834.SMc01012	1.42e-138	391.0	COG0778@1|root,COG0778@2|Bacteria,1PKUV@1224|Proteobacteria,2U5MZ@28211|Alphaproteobacteria,4B8TM@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	nitroreductase	-	-	-	-	-	-	-	-	-	-	-	-	Nitroreductase
Smeli:SMc01013	266834.SMc01013	1.26e-144	407.0	COG1853@1|root,COG1853@2|Bacteria,1MUPP@1224|Proteobacteria,2TT7S@28211|Alphaproteobacteria,4BAKY@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Conserved protein domain typically associated with flavoprotein oxygenases, DIM6 NTAB family	-	-	-	-	-	-	-	-	-	-	-	-	Flavin_Reduct
Smeli:SMc01014	266834.SMc01014	9.67e-160	448.0	COG2301@1|root,COG2301@2|Bacteria,1PZ7A@1224|Proteobacteria,2UW90@28211|Alphaproteobacteria,4BHZB@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Belongs to the HpcH HpaI aldolase family	-	-	-	-	-	-	-	-	-	-	-	-	HpcH_HpaI
Smeli:SMc01015	266834.SMc01015	1.36e-248	685.0	COG5330@1|root,COG5330@2|Bacteria,1MXBZ@1224|Proteobacteria,2TT9C@28211|Alphaproteobacteria,4B7SB@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Uncharacterised protein conserved in bacteria (DUF2336)	MA20_31465	-	-	-	-	-	-	-	-	-	-	-	DUF2336
Smeli:SMc01016	266834.SMc01016	2.29e-101	293.0	2BYHR@1|root,347Q9@2|Bacteria,1P08D@1224|Proteobacteria,2UUTB@28211|Alphaproteobacteria,4BE4Z@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc01017	266834.SMc01017	2.31e-105	304.0	COG0454@1|root,COG0456@2|Bacteria,1RHB3@1224|Proteobacteria,2UDFB@28211|Alphaproteobacteria,4BE7A@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	Acetyltransferase	ysnE	-	-	ko:K03829	-	-	-	-	ko00000,ko01000	-	-	-	Acetyltransf_1,Acetyltransf_10,Acetyltransf_7
Smeli:SMc01018	266834.SMc01018	0.0	1352.0	COG0187@1|root,COG0187@2|Bacteria,1MVH1@1224|Proteobacteria,2TQZV@28211|Alphaproteobacteria,4B7WZ@82115|Rhizobiaceae	28211|Alphaproteobacteria	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule	parE	-	-	ko:K02622	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
Smeli:SMc01019	266834.SMc01019	1.71e-207	574.0	COG0400@1|root,COG0400@2|Bacteria,1MY17@1224|Proteobacteria,2U2VE@28211|Alphaproteobacteria,4B7WU@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	carboxylic ester hydrolase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc01020	266834.SMc01020	0.0	903.0	COG0277@1|root,COG0277@2|Bacteria,1MV1Q@1224|Proteobacteria,2TSVE@28211|Alphaproteobacteria,4BANA@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	FAD binding domain	-	-	1.1.3.8,1.1.98.3	ko:K00103,ko:K16653	ko00053,ko01100,map00053,map01100	M00129	R00647,R03184,R10053	RC00195,RC00346,RC00869	ko00000,ko00001,ko00002,ko01000	-	-	-	ALO,FAD_binding_4
Smeli:SMc01021	266834.SMc01021	2.24e-134	381.0	COG2353@1|root,COG2353@2|Bacteria,1R747@1224|Proteobacteria,2U4QN@28211|Alphaproteobacteria,4BA24@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Belongs to the UPF0312 family	-	-	-	-	-	-	-	-	-	-	-	-	YceI
Smeli:SMc01022	266834.SMc01022	1.57e-142	402.0	COG3038@1|root,COG3038@2|Bacteria,1MZ7X@1224|Proteobacteria,2UBYU@28211|Alphaproteobacteria,4BA5E@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	Cytochrome B561	yceJ	-	-	ko:K12262	-	-	-	-	ko00000	-	-	-	Ni_hydr_CYTB
Smeli:SMc01023	266834.SMc01023	3.03e-182	507.0	COG0149@1|root,COG0149@2|Bacteria,1MWK5@1224|Proteobacteria,2TS6I@28211|Alphaproteobacteria,4B7G1@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	tpiA	GO:0003674,GO:0003824,GO:0004807,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006066,GO:0006071,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016860,GO:0016861,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019400,GO:0019405,GO:0019438,GO:0019439,GO:0019563,GO:0019637,GO:0019682,GO:0019693,GO:0019751,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044275,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046164,GO:0046166,GO:0046174,GO:0046184,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901615,GO:1901616	5.3.1.1	ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003	R01015	RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	TIM
Smeli:SMc01024	266834.SMc01024	1.86e-63	199.0	COG1314@1|root,COG1314@2|Bacteria,1N8MF@1224|Proteobacteria,2UCIP@28211|Alphaproteobacteria,4BE1Y@82115|Rhizobiaceae	28211|Alphaproteobacteria	U	Preprotein translocase subunit SecG	secG	-	-	ko:K03075	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	SecG
Smeli:SMc01025	266834.SMc01025	0.0	1094.0	COG0504@1|root,COG0504@2|Bacteria,1MUIT@1224|Proteobacteria,2TS4Y@28211|Alphaproteobacteria,4B94A@82115|Rhizobiaceae	28211|Alphaproteobacteria	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates	pyrG	-	6.3.4.2	ko:K01937	ko00240,ko01100,map00240,map01100	M00052	R00571,R00573	RC00010,RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_synth_N,GATase
Smeli:SMc01026	266834.SMc01026	9.9e-208	575.0	COG0346@1|root,COG0346@2|Bacteria,1RABA@1224|Proteobacteria,2U6EJ@28211|Alphaproteobacteria,4B9SH@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Glyoxalase-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Glyoxalase_3
Smeli:SMc01027	266834.SMc01027	2.71e-197	547.0	COG2877@1|root,COG2877@2|Bacteria,1MV91@1224|Proteobacteria,2TRJX@28211|Alphaproteobacteria,4B752@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Belongs to the KdsA family	kdsA	-	2.5.1.55	ko:K01627	ko00540,ko01100,map00540,map01100	M00063	R03254	RC00435	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	DAHP_synth_1
Smeli:SMc01028	266834.SMc01028	2.64e-304	830.0	COG0148@1|root,COG0148@2|Bacteria,1MU1N@1224|Proteobacteria,2TR04@28211|Alphaproteobacteria,4BAUN@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	eno	-	4.2.1.11	ko:K01689	ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066	M00001,M00002,M00003,M00346,M00394	R00658	RC00349	ko00000,ko00001,ko00002,ko01000,ko03019,ko04147	-	-	-	Enolase_C,Enolase_N
Smeli:SMc01029	266834.SMc01029	1.99e-58	181.0	COG2919@1|root,COG2919@2|Bacteria,1N8WI@1224|Proteobacteria,2UGEU@28211|Alphaproteobacteria,4BENW@82115|Rhizobiaceae	28211|Alphaproteobacteria	D	septum formation initiator	MA20_41765	-	-	-	-	-	-	-	-	-	-	-	DivIC
Smeli:SMc01030	266834.SMc01030	2.37e-248	682.0	COG1071@1|root,COG1071@2|Bacteria,1MU5R@1224|Proteobacteria,2TRSS@28211|Alphaproteobacteria,4B8P0@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)	pdhA	-	1.2.4.1	ko:K00161	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04922,ko05230,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200,map04066,map04922,map05230	M00307	R00014,R00209,R01699,R03270	RC00004,RC00027,RC00627,RC02742,RC02744,RC02882	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	E1_dh
Smeli:SMc01031	266834.SMc01031	7.42e-311	849.0	COG0022@1|root,COG0508@1|root,COG0022@2|Bacteria,COG0508@2|Bacteria,1R8KB@1224|Proteobacteria,2TRMR@28211|Alphaproteobacteria,4B9PC@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)	pdhB	-	1.2.4.1	ko:K00162	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04922,ko05230,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200,map04066,map04922,map05230	M00307	R00014,R00209,R01699,R03270	RC00004,RC00027,RC00627,RC02742,RC02744,RC02882	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Biotin_lipoyl,Transket_pyr,Transketolase_C
