new.locus.tag,KEGG_ko,Name_description
SM_RS09455,K22968,"sinI, avsI; acyl homoserine lactone synthase [EC:2.3.1.184]"
SM_RS09460,,
SM_RS09465,K04719,"bluB; 5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]"
SM_RS09470,,
SM_RS09475,,
SM_RS09480,K02529,"lacI, galR; LacI family transcriptional regulator"
SM_RS09485,,
SM_RS09490,K01916,nadE; NAD+ synthase [EC:6.3.1.5]
SM_RS09495,,
SM_RS09500,,
SM_RS09505,,
SM_RS09510,,
SM_RS09515,,
SM_RS09520,K01626,"E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"
SM_RS09525,K00383,"GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]"
SM_RS09530,K09924,K09924; uncharacterized protein
SM_RS09535,K01807,rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
SM_RS09540,K01091,gph; phosphoglycolate phosphatase [EC:3.1.3.18]
SM_RS09545,K21470,"ycbB; L,D-transpeptidase YcbB"
SM_RS09550,K01679,"E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]"
SM_RS09555,K07006,K07006; uncharacterized protein
SM_RS09560,,
SM_RS09565,,
SM_RS09570,,
SM_RS09575,K03639,"moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]"
SM_RS09580,,
SM_RS09585,K03752,mobA; molybdenum cofactor guanylyltransferase [EC:2.7.7.77]
SM_RS09590,K03753,mobB; molybdopterin-guanine dinucleotide biosynthesis adapter protein
SM_RS09595,,
SM_RS09600,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein
SM_RS09605,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS09610,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS09615,,
SM_RS09620,,
SM_RS09625,,
SM_RS09630,,
SM_RS09635,K00020,"HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]"
SM_RS09640,,
SM_RS09645,K05800,ybaO; Lrp/AsnC family transcriptional regulator
SM_RS09650,,
SM_RS09655,,
SM_RS09660,K07716,"pleC; two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]"
SM_RS09665,K00901,"dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]"
SM_RS09670,K00768,"E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]"
SM_RS09675,K02233,"E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]"
SM_RS09680,K06938,K06938; uncharacterized protein
SM_RS09685,K06985,K06985; aspartyl protease family protein
SM_RS09690,K01992,ABC-2.P; ABC-2 type transport system permease protein
SM_RS09695,K01990,ABC-2.A; ABC-2 type transport system ATP-binding protein
SM_RS09700,,
SM_RS09705,,
SM_RS09710,,
SM_RS09715,,
SM_RS09725,,
SM_RS09730,,
SM_RS09735,,
SM_RS09740,K03406,mcp; methyl-accepting chemotaxis protein
SM_RS09745,K10806,yciA; acyl-CoA thioesterase YciA [EC:3.1.2.-]
SM_RS09750,,
SM_RS09755,K09922,K09922; uncharacterized protein
SM_RS09760,K03702,uvrB; excinuclease ABC subunit B
SM_RS31530,,
SM_RS09770,,
SM_RS09775,K03704,cspA; cold shock protein
SM_RS09780,K05539,dusA; tRNA-dihydrouridine synthase A [EC:1.-.-.-]
SM_RS09785,,
SM_RS09790,,
SM_RS09795,,
SM_RS09800,,
SM_RS09805,K16165,nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]
SM_RS09810,,
SM_RS09815,K09823,"zur; Fur family transcriptional regulator, zinc uptake regulator"
SM_RS09820,K09816,znuB; zinc transport system permease protein
SM_RS09825,K09817,znuC; zinc transport system ATP-binding protein [EC:7.2.2.20]
SM_RS09830,K09815,znuA; zinc transport system substrate-binding protein
SM_RS09835,,
SM_RS09840,K01198,"xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]"
SM_RS09845,,
SM_RS09850,,
SM_RS09855,K07497,K07497; putative transposase
SM_RS09860,,
SM_RS09865,K19265,gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
SM_RS09870,,
SM_RS09875,,
SM_RS09880,K01192,"E3.2.1.25, MANBA, manB; beta-mannosidase [EC:3.2.1.25]"
SM_RS09885,K10112,"msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS09890,K17317,"gtsC, glcG; glucose/mannose transport system permease protein"
SM_RS09895,K17316,"gtsB, glcF; glucose/mannose transport system permease protein"
SM_RS09900,K17315,"gtsA, glcE; glucose/mannose transport system substrate-binding protein"
SM_RS09905,K02529,"lacI, galR; LacI family transcriptional regulator"
SM_RS09910,,
SM_RS09915,K00033,"PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
SM_RS09920,K03310,"TC.AGCS; alanine or glycine:cation symporter, AGCS family"
SM_RS09925,,
SM_RS09930,,
SM_RS09935,K06996,K06996; uncharacterized protein
SM_RS09940,K02517,"lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]"
SM_RS09945,K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
SM_RS09950,K09458,"fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]"
SM_RS09955,K09458,"fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]"
SM_RS09960,K02372,fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
SM_RS09965,,
SM_RS09970,K02227,"cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]"
SM_RS09975,K02225,"cobC1, cobC; cobalamin biosynthesis protein CobC"
SM_RS09980,K02224,"cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]"
SM_RS09985,K02303,cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
SM_RS09990,K02189,cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]
SM_RS09995,K07090,K07090; uncharacterized protein
SM_RS10000,K02031/K02032,
SM_RS10005,,
SM_RS10010,K02035,ABC.PE.S; peptide/nickel transport system substrate-binding protein
SM_RS10015,K02033,ABC.PE.P; peptide/nickel transport system permease protein
SM_RS10020,K02034,ABC.PE.P1; peptide/nickel transport system permease protein
SM_RS10025,,
SM_RS10030,,
SM_RS10035,K19221,"cobA, btuR; cob(I)alamin adenosyltransferase [EC:2.5.1.17]"
SM_RS10040,K02230,cobN; cobaltochelatase CobN [EC:6.6.1.2]
SM_RS10045,K02234,cobW; cobalamin biosynthesis protein CobW
SM_RS10050,K02231,"cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]"
SM_RS10055,,
SM_RS10060,K01768,E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
SM_RS10065,,
SM_RS10070,K02232,"cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]"
SM_RS31290,,
SM_RS10075,K02002,proX; glycine betaine/proline transport system substrate-binding protein
SM_RS10080,K02000,proV; glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]
SM_RS10085,K07746,parD1_3_4; antitoxin ParD1/3/4
SM_RS10090,,
SM_RS10095,K01821,"praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]"
SM_RS10100,,
SM_RS10105,K00548,"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
SM_RS10110,,
SM_RS10115,K21829,dauR; D-arginine utilization repressor
SM_RS10120,,
SM_RS10125,,
SM_RS10130,K14083,mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]
SM_RS10135,,
SM_RS10140,,
SM_RS10145,,
SM_RS10150,,
SM_RS10160,,
SM_RS10165,,
SM_RS10170,,
SM_RS10175,K00297,"metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]"
SM_RS10180,K00548,"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
SM_RS10185,,
SM_RS10190,,
SM_RS10195,K18554,cpt; chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]
SM_RS10200,,
SM_RS10205,,
SM_RS10210,,
SM_RS10220,,
SM_RS10225,,
SM_RS10230,,
SM_RS10235,,
SM_RS10240,,
SM_RS10245,,
SM_RS10250,,
SM_RS10255,,
SM_RS10260,,
SM_RS10265,,
SM_RS10270,,
SM_RS10275,,
SM_RS10280,K05802,"mscK, kefA, aefA; potassium-dependent mechanosensitive channel"
SM_RS10285,,
SM_RS10290,,
SM_RS10295,,
SM_RS10300,,
SM_RS10305,,
SM_RS10310,,
SM_RS10320,,
SM_RS10325,,
SM_RS10330,,
SM_RS10335,,
SM_RS10340,,
SM_RS10345,,
SM_RS10350,,
SM_RS10355,,
SM_RS10375,K07493,K07493; putative transposase
SM_RS10380,,
SM_RS10385,,
SM_RS10390,,
SM_RS10395,,
SM_RS10410,,
SM_RS10415,,
SM_RS10420,,
SM_RS10425,K07165,fecR; transmembrane sensor
SM_RS10430,K16087,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein"
SM_RS10435,,
SM_RS10440,K12536,"hasD, prtD, aprD, rsaD, prsD, eexD; ATP-binding cassette, subfamily C, type I secretion system permease/ATPase"
SM_RS10445,K12537,"hasE, prtE, rsaE, prsE, eexE; membrane fusion protein, type I secretion system"
SM_RS10450,,
SM_RS10455,,
SM_RS10460,,
SM_RS10465,,
SM_RS10475,K06998,"phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]"
SM_RS10480,,
SM_RS10485,,
SM_RS10490,,
SM_RS10495,,
SM_RS10500,,
SM_RS10505,,
SM_RS10510,,
SM_RS10515,,
SM_RS10520,,
SM_RS10525,K03531,ftsZ; cell division protein FtsZ
SM_RS10530,,
SM_RS10535,,
SM_RS10540,K02010,"afuC, fbpC; iron(III) transport system ATP-binding protein [EC:7.2.2.7]"
SM_RS10545,K02011,"afuB, fbpB; iron(III) transport system permease protein"
SM_RS10550,K02012,"afuA, fbpA; iron(III) transport system substrate-binding protein"
SM_RS10555,K03704,cspA; cold shock protein
SM_RS10560,,
SM_RS10565,K02970,"RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21"
SM_RS10570,K00799,"GST, gst; glutathione S-transferase [EC:2.5.1.18]"
SM_RS10575,,
SM_RS10580,,
SM_RS10590,,
SM_RS10595,K02002,proX; glycine betaine/proline transport system substrate-binding protein
SM_RS10600,,
SM_RS10605,,
SM_RS10610,K00053,ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
SM_RS10615,,
SM_RS10620,K13888,"macA; membrane fusion protein, macrolide-specific efflux system"
SM_RS10625,K05685,macB; macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]
SM_RS10630,,
SM_RS31535,,
SM_RS10640,,
SM_RS10645,,
SM_RS10650,,
SM_RS10655,,
SM_RS10660,,
SM_RS10665,K03885,ndh; NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]
SM_RS10670,,
SM_RS10675,K01779,racD; aspartate racemase [EC:5.1.1.13]
SM_RS10680,,
SM_RS10685,K19267,qorB; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
SM_RS10690,,
SM_RS10695,,
SM_RS10700,K03474,pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]
SM_RS10705,,
SM_RS10710,,
SM_RS10715,,
SM_RS10720,,
SM_RS10725,,
SM_RS10730,,
SM_RS10735,,
SM_RS10740,,
SM_RS10745,,
SM_RS10750,,
SM_RS10755,,
SM_RS10760,K07120,K07120; uncharacterized protein
SM_RS10765,,
SM_RS10775,,
SM_RS10780,K03088,"rpoE; RNA polymerase sigma-70 factor, ECF subfamily"
SM_RS10785,,
SM_RS10790,,
SM_RS10795,K20807,nthB; nitrile hydratase subunit beta [EC:4.2.1.84]
SM_RS10800,K01721,nthA; nitrile hydratase subunit alpha [EC:4.2.1.84]
SM_RS10805,,
SM_RS10810,,
SM_RS10820,K03704,cspA; cold shock protein
SM_RS10825,,
SM_RS10830,K01653,"E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]"
SM_RS10835,K01652,"E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]"
SM_RS10840,,
SM_RS10845,,
SM_RS10850,,
SM_RS10855,K00791,"miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]"
SM_RS10860,K01079,"serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]"
SM_RS10865,,
SM_RS10870,K04771,"degP, htrA; serine protease Do [EC:3.4.21.107]"
SM_RS10875,K09707,K09707; uncharacterized protein
SM_RS10885,K04087,hflC; modulator of FtsH protease HflC
SM_RS10890,K04088,hflK; modulator of FtsH protease HflK
SM_RS10895,K00287,"DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]"
SM_RS10900,K00799,"GST, gst; glutathione S-transferase [EC:2.5.1.18]"
SM_RS10905,K00560,"thyA, TYMS; thymidylate synthase [EC:2.1.1.45]"
SM_RS10910,,
SM_RS10915,,
SM_RS10920,,
SM_RS10925,,
SM_RS10930,,
SM_RS10940,K09985,K09985; uncharacterized protein
SM_RS10945,,
SM_RS10950,,
SM_RS10955,K07495,K07495; putative transposase
SM_RS10960,,
SM_RS10965,K00102,"LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]"
SM_RS10970,,
SM_RS10975,K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family"
SM_RS10980,,
SM_RS10985,,
SM_RS10990,,
SM_RS10995,K03657,"uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]"
SM_RS11000,,
SM_RS11005,K07100,K07100; putative phosphoribosyl transferase
SM_RS11010,,
SM_RS11015,K05805,creA; CreA protein
SM_RS11025,,
SM_RS11035,K03408,cheW; purine-binding chemotaxis protein CheW
SM_RS11040,K03406,mcp; methyl-accepting chemotaxis protein
SM_RS11045,K07152,SCO1; protein SCO1
SM_RS11050,K02687,prmA; ribosomal protein L11 methyltransferase [EC:2.1.1.-]
SM_RS31730,,
SM_RS11060,K01262,pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]
SM_RS11065,,
SM_RS11070,,
SM_RS11075,,
SM_RS11080,K00606,panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]
SM_RS11085,K01918,panC; pantoate--beta-alanine ligase [EC:6.3.2.1]
SM_RS11090,K07032,K07032; uncharacterized protein
SM_RS11095,K01972,"E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]"
SM_RS11100,K03631,recN; DNA repair protein RecN (Recombination protein N)
SM_RS11105,K05807,bamD; outer membrane protein assembly factor BamD
SM_RS11110,K02535,lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
SM_RS11115,K03531,ftsZ; cell division protein FtsZ
SM_RS11120,K03590,ftsA; cell division protein FtsA
SM_RS11125,K03589,ftsQ; cell division protein FtsQ
SM_RS11130,K01921,ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]
SM_RS11135,K06188,aqpZ; aquaporin Z
SM_RS11140,,
SM_RS11145,K00075,murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
SM_RS11150,K01924,murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
SM_RS11155,K02563,murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
SM_RS11160,K03588,"ftsW, spoVE; cell division protein FtsW"
SM_RS11165,K01925,murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
SM_RS11170,K01000,mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
SM_RS11175,K01929,murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
SM_RS11180,K01928,"murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]"
SM_RS11185,K03587,ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
SM_RS11190,K03586,ftsL; cell division protein FtsL
SM_RS11195,K03438,"mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]"
SM_RS11200,K03925,mraZ; transcriptional regulator MraZ
SM_RS11210,,
SM_RS11215,,
SM_RS11220,K01447,xlyAB; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
SM_RS11225,K05801,djlA; DnaJ like chaperone protein
SM_RS11230,K00895,"pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]"
SM_RS11235,,
SM_RS11240,,
SM_RS11245,,
SM_RS11250,K13622,btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase
SM_RS11255,K13623,btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
SM_RS11260,K07273,acm; lysozyme
SM_RS11265,,
SM_RS11270,,
SM_RS11275,K00297,"metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]"
SM_RS11280,,
SM_RS11285,,
SM_RS11290,K01166,RNASET2; ribonuclease T2 [EC:4.6.1.19]
SM_RS11295,,
SM_RS11300,K15270,sam; S-adenosylmethionine uptake transporter
SM_RS11305,K01652,"E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]"
SM_RS11310,,
SM_RS11315,,
SM_RS11320,,
SM_RS11325,K26065,amaA; L-pipecolate oxidase
SM_RS11330,K03496,"parA, soj; chromosome partitioning protein"
SM_RS11335,,
SM_RS11340,,
SM_RS11345,K01915,"glnA, GLUL; glutamine synthetase [EC:6.3.1.2]"
SM_RS11350,,
SM_RS11355,,
SM_RS11360,,
SM_RS11365,K02055,ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
SM_RS11370,K02054,ABC.SP.P1; putative spermidine/putrescine transport system permease protein
SM_RS11375,K02053,ABC.SP.P; putative spermidine/putrescine transport system permease protein
SM_RS11380,K02052,ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
SM_RS11385,K00794,"ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"
SM_RS11390,,
SM_RS11395,K02014,TC.FEV.OM; iron complex outermembrane recepter protein
SM_RS11400,K07493,K07493; putative transposase
SM_RS11405,K21911,eryI; D-erythrulose 4-phosphate isomerase [EC:5.3.1.34]
SM_RS11410,K21910,"eryH, lerI; L-erythrulose 1-phosphate isomerase [EC:5.3.1.33]"
SM_RS11415,,
SM_RS11420,K21909,eryC; D-erythrulose 1-phosphate 3-epimerase [EC:5.1.3.38]
SM_RS11425,,
SM_RS11430,K22935,"XK1, psk; D-ribulokinase [EC:2.7.1.47]"
SM_RS11435,,
SM_RS11440,K21054,eryB; D-erythritol 1-phosphate dehydrogenase [EC:1.1.1.402]
SM_RS11445,K01628,fucA; L-fuculose-phosphate aldolase [EC:4.1.2.17]
SM_RS11450,K00058,"serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]"
SM_RS11455,K00862,eryA; erythritol kinase (D-erythritol 1-phosphate-forming) [EC:2.7.1.215]
SM_RS11460,K10112,"msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS11465,K10112,"msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS11470,K02026,ABC.MS.P1; multiple sugar transport system permease protein
SM_RS11475,K02025,ABC.MS.P; multiple sugar transport system permease protein
SM_RS11480,K02027,ABC.MS.S; multiple sugar transport system substrate-binding protein
SM_RS11485,,
SM_RS11490,,
SM_RS11495,K11072,potA; spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]
SM_RS11500,K11069,potD; spermidine/putrescine transport system substrate-binding protein
SM_RS11505,K11071,potB; spermidine/putrescine transport system permease protein
SM_RS11510,K11070,potC; spermidine/putrescine transport system permease protein
SM_RS11515,,
SM_RS11520,,
SM_RS11525,,
SM_RS11530,K17735,"lcdH, cdhA; carnitine 3-dehydrogenase [EC:1.1.1.108]"
SM_RS11535,K00249,"ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]"
SM_RS11540,,
SM_RS11545,K08299,caiD; crotonobetainyl-CoA hydratase [EC:4.2.1.149]
SM_RS11550,K02035,ABC.PE.S; peptide/nickel transport system substrate-binding protein
SM_RS11555,K02033,ABC.PE.P; peptide/nickel transport system permease protein
SM_RS11560,K02034,ABC.PE.P1; peptide/nickel transport system permease protein
SM_RS11565,K02031/K02032,
SM_RS11570,,
SM_RS11575,K02035,ABC.PE.S; peptide/nickel transport system substrate-binding protein
SM_RS11580,K06978,K06978; uncharacterized protein
SM_RS11585,K09964,K09964; uncharacterized protein
SM_RS11590,K01066,aes; acetyl esterase [EC:3.1.1.-]
SM_RS11595,,
SM_RS11600,K02055,ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
SM_RS11605,K02052,ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
SM_RS11610,K02054,ABC.SP.P1; putative spermidine/putrescine transport system permease protein
SM_RS11615,K02053,ABC.SP.P; putative spermidine/putrescine transport system permease protein
SM_RS11620,K00137,prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]
SM_RS11625,K02014,TC.FEV.OM; iron complex outermembrane recepter protein
SM_RS11630,K13255,fhuF; ferric iron reductase protein FhuF
SM_RS11635,K02016,ABC.FEV.S; iron complex transport system substrate-binding protein
SM_RS11640,,
SM_RS11645,K14083,mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]
SM_RS11650,,
SM_RS11655,K00315,DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4]
SM_RS11660,,
SM_RS11665,,
SM_RS11670,K01761,E4.4.1.11; methionine-gamma-lyase [EC:4.4.1.11]
SM_RS11675,,
SM_RS11680,,
SM_RS11685,,
SM_RS11690,,
SM_RS11695,,
SM_RS11710,,
SM_RS11715,,
SM_RS11720,,
SM_RS11725,K00662,aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]
SM_RS11735,,
SM_RS11740,,
SM_RS11745,,
SM_RS11750,K00101,lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
SM_RS11755,,
SM_RS31735,,
SM_RS11765,K07025,K07025; putative hydrolase of the HAD superfamily
SM_RS11770,,
SM_RS11775,,
SM_RS11780,K21014,stf0; trehalose 2-sulfotransferase [EC:2.8.2.37]
SM_RS11785,,
SM_RS11790,,
SM_RS11795,,
SM_RS11800,K19294,algI; alginate O-acetyltransferase complex protein AlgI
SM_RS11805,,
SM_RS11810,,
SM_RS11815,,
SM_RS11830,,
SM_RS11840,K09807,K09807; uncharacterized protein
SM_RS11845,,
SM_RS11850,,
SM_RS11855,,
SM_RS11860,,
SM_RS11865,,
SM_RS11870,,
SM_RS11875,K03086,rpoD; RNA polymerase primary sigma factor
SM_RS11880,K00060,tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
SM_RS11885,K00639,"kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]"
SM_RS11890,K03654,recQ; ATP-dependent DNA helicase RecQ [EC:5.6.2.4]
SM_RS11895,K02316,dnaG; DNA primase [EC:2.7.7.101]
SM_RS11900,K09117,K09117; uncharacterized protein
SM_RS11905,K01956,"carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]"
SM_RS11910,,
SM_RS11915,,
SM_RS11925,K00812,aspB; aspartate aminotransferase [EC:2.6.1.1]
SM_RS11940,K21430,yliI; aldose sugar dehydrogenase [EC:1.1.5.-]
SM_RS11945,,
SM_RS11950,K03704,cspA; cold shock protein
SM_RS11955,,
SM_RS11960,K01069,"gloB, gloC, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]"
SM_RS31310,,
SM_RS11965,,
SM_RS11970,,
SM_RS11975,,
SM_RS11980,K07659,"ompR; two-component system, OmpR family, phosphate regulon response regulator OmpR"
SM_RS11985,K07638,"envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]"
SM_RS11990,K06878,K06878; tRNA-binding protein
SM_RS11995,K00286,proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
SM_RS12000,,
SM_RS12005,,
SM_RS12010,K13292,"lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]"
SM_RS12015,,
SM_RS12020,K05810,"LACC1, yfiH; purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]"
